,moviesandbox.csv,arcallians.csv,yale.csv,unflobtactical.csv,kml.csv,sigil.csv,les-indemodables.csv,xtreemfs.csv,biopax.csv,crux-framework.csv,metacosm.csv
arcallians.csv,0.0,0.0,42.0,0.0,1.0,5.0,0.0,4.0,0.0,51.0,0.0
biopax.csv,1.0,0.0,67.0,0.0,4.0,4.0,0.0,4.0,0.0,68.0,1.0
crux-framework.csv,78.0,83.0,962.0,0.0,74.0,0.0,101.0,384.0,90.0,0.0,57.0
kml.csv,0.0,0.0,60.0,1.0,0.0,2.0,12.0,2.0,0.0,45.0,6.0
les-indemodables.csv,1.0,4.0,58.0,0.0,0.0,4.0,0.0,6.0,0.0,38.0,3.0
metacosm.csv,1.0,2.0,15.0,1.0,2.0,2.0,0.0,0.0,1.0,27.0,0.0
moviesandbox.csv,0.0,0.0,49.0,3.0,1.0,0.0,0.0,0.0,0.0,37.0,5.0
sigil.csv,0.0,0.0,8.0,1.0,2.0,0.0,3.0,1.0,0.0,35.0,0.0
unflobtactical.csv,0.0,0.0,6.0,0.0,1.0,1.0,17.0,1.0,0.0,22.0,1.0
xtreemfs.csv,1.0,0.0,34.0,0.0,3.0,3.0,0.0,0.0,1.0,38.0,1.0
yale.csv,2.0,0.0,0.0,0.0,2.0,8.0,0.0,4.0,2.0,12.0,0.0
