,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,plato.csv,onotoa.csv,rodin-b-sharp.csv,gwanted.csv,proftp.csv,echongl.csv,xpontus.csv,unicase.csv,uclmda.csv,google-web-toolkit.csv,findbugs.csv,codesmith.csv
codesmith.csv,261.5,99.0,295.0,98.5,76.5,94.5,99.0,490.0,97.5,93.5,664.5,99.0,196.5,99.0,290.5,99.0
echongl.csv,1008.0,99.0,393.5,98.5,99.0,99.0,99.0,585.5,97.5,98.5,4614.0,99.0,123.0,99.0,291.5,678.0
findbugs.csv,1006.0,99.0,294.5,98.5,99.0,99.0,99.0,292.0,97.5,97.5,2382.0,99.0,99.0,99.0,291.5,99.0
google-web-toolkit.csv,1101.5,99.0,293.5,98.5,98.5,99.0,99.0,487.0,97.5,98.5,4835.5,99.0,99.0,99.0,194.0,91.5
gwanted.csv,453.5,99.0,96.5,94.5,95.5,190.0,385.0,347.5,97.5,96.5,3660.5,99.0,90.5,99.0,95.5,6.5
ivatamasks.csv,1101.5,99.0,278.5,98.5,74.5,99.0,99.0,2689.5,97.5,197.5,5013.5,99.0,198.0,99.0,291.5,99.0
onotoa.csv,1350.5,99.0,3014.5,184.0,19.5,99.0,94.5,469.5,265.5,197.5,960.5,99.0,98.5,97.5,289.5,97.5
orc.csv,690.0,99.0,196.0,98.5,99.0,193.0,99.0,390.5,97.5,0.0,2543.0,99.0,97.5,99.0,90.5,288.5
plato.csv,1101.5,99.0,293.5,98.5,99.0,99.0,99.0,586.5,97.5,197.5,4489.5,99.0,198.0,99.0,291.5,99.0
proftp.csv,134.5,97.5,188.0,153.0,79.5,94.5,84.5,1189.5,97.5,93.5,1828.5,99.0,58.5,99.0,174.0,48.0
rodin-b-sharp.csv,63.5,98.5,295.0,88.5,99.0,99.0,288.0,2459.5,91.5,97.5,1221.0,99.0,98.5,98.5,173.0,99.0
uclmda.csv,112.0,55.5,1672.5,0.0,179.5,92.5,99.0,1018.5,84.5,98.5,505.0,72.5,99.0,259.5,107.0,93.5
umber.csv,361.0,99.0,393.5,98.5,99.0,99.0,99.0,390.0,97.5,98.5,4244.0,99.0,198.0,99.0,194.0,99.0
unicase.csv,443.5,99.0,392.5,98.5,99.0,94.5,99.0,587.5,97.5,97.5,3503.0,99.0,123.0,99.0,291.5,99.0
wpdev.csv,1101.5,99.0,393.5,98.5,99.0,99.0,99.0,684.0,97.5,197.5,5129.0,99.0,198.0,99.0,291.5,99.0
