,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,plato.csv,onotoa.csv,rodin-b-sharp.csv,gwanted.csv,proftp.csv,echongl.csv,xpontus.csv,unicase.csv,uclmda.csv,google-web-toolkit.csv,findbugs.csv,codesmith.csv
codesmith.csv,0.85,1.0,0.84,0.64,0.75,0.74,0.78,0.68,0.87,1.05,1.02,0.65,0.7,0.78,0.91,0.29
echongl.csv,0.96,0.24,0.55,1.0,0.92,0.72,0.68,0.68,0.56,0.27,0.85,0.96,1.18,0.67,0.63,0.95
findbugs.csv,0.55,0.32,0.46,0.64,1.02,0.64,0.85,0.78,0.78,0.67,0.48,0.68,0.87,0.7,0.64,0.59
google-web-toolkit.csv,0.95,0.59,0.64,0.84,0.85,0.61,0.91,0.58,0.69,0.61,0.89,0.93,0.97,0.49,0.67,0.73
gwanted.csv,0.54,0.63,0.48,0.59,0.69,0.7,0.76,0.42,0.45,0.73,0.52,0.65,0.87,0.62,0.7,0.97
ivatamasks.csv,0.98,0.55,1.01,0.38,0.59,0.95,0.95,0.77,0.89,1.0,0.88,0.87,1.0,0.82,0.92,0.48
onotoa.csv,1.12,0.69,0.92,0.92,0.98,0.66,1.0,0.93,1.01,0.92,1.01,0.79,0.37,0.8,0.89,0.76
orc.csv,0.97,0.52,0.25,0.63,0.71,0.73,0.82,0.67,0.5,1.0,0.45,0.65,0.89,0.69,0.79,0.92
plato.csv,0.96,0.5,0.97,0.66,0.36,1.0,0.92,0.61,1.0,0.78,0.85,0.99,0.83,0.82,0.96,0.8
proftp.csv,1.0,0.82,0.52,0.93,0.83,0.73,0.94,0.68,0.36,0.74,0.31,0.69,1.0,0.71,0.76,0.95
rodin-b-sharp.csv,0.47,1.18,0.51,0.83,0.71,0.84,0.21,0.85,0.84,0.72,1.02,0.71,0.94,0.81,0.82,0.92
uclmda.csv,1.0,0.99,0.98,1.0,0.94,0.89,0.92,1.01,0.95,0.98,1.0,0.98,0.01,0.95,0.94,0.5
umber.csv,0.17,1.02,0.96,0.62,1.0,0.77,0.91,0.9,0.92,0.93,0.82,0.52,0.83,0.81,1.02,1.0
unicase.csv,0.32,0.11,0.72,0.94,0.76,0.59,0.63,0.53,0.81,0.48,0.74,0.48,1.19,0.73,0.81,0.79
wpdev.csv,0.98,0.01,0.99,1.0,1.0,0.88,1.0,0.95,1.0,0.92,0.97,0.99,1.0,0.96,1.0,0.9
