,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,plato.csv,onotoa.csv,rodin-b-sharp.csv,gwanted.csv,proftp.csv,echongl.csv,xpontus.csv,unicase.csv,uclmda.csv,google-web-toolkit.csv,findbugs.csv,codesmith.csv
codesmith.csv,0.19,0.0,0.48,0.46,0.3,0.47,0.53,0.53,0.45,0.02,0.0,0.41,0.43,0.34,0.42,0.85
echongl.csv,0.17,0.8,0.74,0.0,0.36,0.6,0.63,0.66,0.69,0.85,0.47,0.17,0.02,0.63,0.56,0.17
findbugs.csv,0.78,0.73,0.72,0.63,0.0,0.63,0.44,0.53,0.58,0.38,0.84,0.62,0.23,0.61,0.49,0.64
google-web-toolkit.csv,0.21,0.46,0.67,0.48,0.34,0.58,0.32,0.5,0.65,0.48,0.38,0.3,0.31,0.67,0.48,0.4
gwanted.csv,0.65,0.42,0.59,0.47,0.52,0.51,0.31,0.67,0.63,0.32,0.82,0.65,0.17,0.54,0.46,0.04
ivatamasks.csv,0.09,0.69,0.31,0.74,0.56,0.23,0.34,0.55,0.38,0.0,0.41,0.42,0.0,0.5,0.32,0.8
onotoa.csv,0.17,0.52,0.28,0.1,0.02,0.55,0.04,0.09,0.15,0.3,0.0,0.39,0.68,0.26,0.34,0.29
orc.csv,0.06,0.54,0.86,0.54,0.58,0.34,0.28,0.43,0.76,0.0,0.86,0.44,0.4,0.4,0.29,0.11
plato.csv,0.17,0.83,0.23,0.64,0.74,0.0,0.3,0.64,0.0,0.56,0.47,0.05,0.51,0.5,0.17,0.55
proftp.csv,0.0,0.22,0.54,0.09,0.35,0.31,0.1,0.4,0.78,0.31,0.92,0.39,0.01,0.38,0.29,0.06
rodin-b-sharp.csv,0.58,0.0,0.55,0.27,0.58,0.27,0.84,0.43,0.3,0.39,0.0,0.34,0.07,0.29,0.29,0.4
uclmda.csv,0.0,0.01,0.07,0.0,0.12,0.26,0.13,0.0,0.12,0.02,0.0,0.05,0.99,0.06,0.09,0.59
umber.csv,0.89,0.0,0.17,0.74,0.0,0.56,0.33,0.36,0.3,0.29,0.52,0.62,0.5,0.52,0.09,0.0
unicase.csv,0.82,0.91,0.63,0.24,0.59,0.53,0.71,0.7,0.52,0.64,0.64,0.72,0.01,0.59,0.52,0.53
wpdev.csv,0.09,0.99,0.05,0.0,0.0,0.4,0.0,0.26,0.0,0.3,0.13,0.05,0.0,0.17,0.0,0.38
