,zscreen.csv,popeye-chess.csv,ossbuild.csv,quarkplayer.csv,turbotrader-bos.csv,omseek.csv,kml.csv,virtuoso.csv,gdis.csv,biodwh.csv,genoviz.csv
biodwh.csv,0.89,0.71,0.9,0.73,0.58,0.76,0.72,0.59,0.87,0.08,0.55
gdis.csv,0.69,0.93,0.87,0.51,0.86,0.8,0.63,0.75,0.0,0.55,0.96
genoviz.csv,0.91,0.86,0.98,0.91,0.77,0.91,0.97,0.66,0.82,0.67,0.0
kml.csv,0.6,0.56,0.82,0.52,0.47,0.47,0.08,0.86,0.61,0.67,0.57
omseek.csv,0.83,0.89,0.67,0.67,0.76,0.03,0.87,0.77,0.86,0.86,0.88
ossbuild.csv,0.53,0.54,0.1,0.39,0.42,0.47,0.78,0.58,0.69,0.76,0.45
popeye-chess.csv,0.58,0.05,0.92,0.55,0.55,0.59,0.36,0.69,0.45,0.76,0.84
quarkplayer.csv,0.85,0.89,1.0,0.0,0.85,0.9,0.96,0.7,0.92,0.93,0.73
turbotrader-bos.csv,0.62,0.44,0.75,0.59,0.02,0.72,0.76,0.7,0.76,0.7,0.33
virtuoso.csv,0.78,0.61,0.81,0.85,0.81,0.8,0.86,0.14,0.7,0.67,0.71
zscreen.csv,0.04,0.46,1.0,0.65,0.57,0.58,0.54,0.64,0.62,0.64,0.69
