,zscreen.csv,popeye-chess.csv,ossbuild.csv,quarkplayer.csv,turbotrader-bos.csv,omseek.csv,kml.csv,virtuoso.csv,gdis.csv,biodwh.csv,genoviz.csv
biodwh.csv,0.0,0.0,5.0,0.0,4.0,1.0,2.0,13.0,1.0,0.0,10.0
gdis.csv,0.0,12.0,1.0,0.0,3.0,50.0,1.0,22.0,0.0,15.0,20.0
genoviz.csv,0.0,0.0,2.0,1.0,2.0,3.0,0.0,8.0,0.0,2.0,0.0
kml.csv,0.0,5.0,4.0,11.0,0.0,13.0,0.0,6.0,1.0,2.0,11.0
omseek.csv,0.0,0.0,1.0,6.0,0.0,0.0,2.0,3.0,0.0,8.0,8.0
ossbuild.csv,0.0,9.0,1.0,8.0,3.0,27.0,2.0,1.0,0.0,5.0,9.0
popeye-chess.csv,0.0,0.0,2.0,5.0,9.0,17.0,2.0,5.0,0.0,8.0,21.0
quarkplayer.csv,0.0,7.0,250.0,0.0,1.0,55.0,1.0,18.0,0.0,5.0,13.0
turbotrader-bos.csv,0.0,2.0,2.0,1.0,0.0,39.0,4.0,7.0,0.0,3.0,10.0
virtuoso.csv,0.0,1.0,0.0,7.0,7.0,69.0,2.0,0.0,1.0,8.0,21.0
zscreen.csv,0.0,3.0,5.0,7.0,4.0,43.0,1.0,14.0,2.0,6.0,15.0
