,zscreen.csv,popeye-chess.csv,ossbuild.csv,quarkplayer.csv,turbotrader-bos.csv,omseek.csv,kml.csv,virtuoso.csv,gdis.csv,biodwh.csv,genoviz.csv
biodwh.csv,0.13,0.34,0.19,0.32,0.49,0.28,0.48,0.59,0.17,0.93,0.6
gdis.csv,0.61,0.27,0.38,0.78,0.46,0.52,0.64,0.57,1.0,0.64,0.35
genoviz.csv,0.11,0.17,0.04,0.11,0.27,0.11,0.04,0.41,0.25,0.38,1.0
kml.csv,0.46,0.53,0.34,0.64,0.73,0.72,0.93,0.24,0.55,0.51,0.6
omseek.csv,0.2,0.13,0.62,0.4,0.29,0.98,0.45,0.28,0.46,0.2,0.23
ossbuild.csv,0.56,0.67,0.92,0.73,0.67,0.65,0.26,0.48,0.39,0.29,0.75
popeye-chess.csv,0.52,0.97,0.4,0.68,0.73,0.66,0.75,0.64,0.67,0.52,0.49
quarkplayer.csv,0.44,0.23,0.0,1.0,0.21,0.27,0.34,0.49,0.38,0.1,0.43
turbotrader-bos.csv,0.51,0.67,0.29,0.49,0.99,0.4,0.29,0.37,0.29,0.37,0.78
virtuoso.csv,0.55,0.45,0.43,0.47,0.52,0.53,0.17,0.88,0.37,0.65,0.67
zscreen.csv,0.97,0.82,0.0,0.7,0.73,0.69,0.73,0.68,0.62,0.61,0.69
