,zscreen.csv,popeye-chess.csv,ossbuild.csv,quarkplayer.csv,turbotrader-bos.csv,omseek.csv,kml.csv,virtuoso.csv,gdis.csv,biodwh.csv,genoviz.csv
biodwh.csv,0.2,0.43,0.09,0.3,0.52,0.26,0.47,0.39,0.24,0.96,0.24
gdis.csv,0.69,0.63,0.13,0.2,0.46,0.17,0.62,0.37,1.0,0.31,0.1
genoviz.csv,0.16,0.25,0.03,0.08,0.35,0.13,0.05,0.39,0.33,0.35,1.0
kml.csv,0.56,0.55,0.14,0.18,0.6,0.3,0.96,0.18,0.65,0.24,0.23
omseek.csv,0.29,0.21,0.25,0.16,0.34,0.98,0.55,0.32,0.69,0.14,0.09
ossbuild.csv,0.63,0.63,0.88,0.26,0.62,0.32,0.33,0.51,0.5,0.24,0.3
popeye-chess.csv,0.59,0.96,0.15,0.17,0.58,0.24,0.74,0.41,0.77,0.22,0.21
quarkplayer.csv,0.51,0.24,0.0,1.0,0.22,0.09,0.34,0.31,0.69,0.09,0.15
turbotrader-bos.csv,0.57,0.66,0.28,0.19,0.98,0.17,0.37,0.33,0.39,0.26,0.38
virtuoso.csv,0.69,0.52,0.16,0.13,0.48,0.22,0.23,0.91,0.47,0.29,0.24
zscreen.csv,0.98,0.75,0.22,0.16,0.58,0.26,0.7,0.43,0.76,0.27,0.24
