,zscreen.csv,popeye-chess.csv,ossbuild.csv,quarkplayer.csv,turbotrader-bos.csv,omseek.csv,kml.csv,virtuoso.csv,gdis.csv,biodwh.csv,genoviz.csv
biodwh.csv,0.8,0.64,0.66,0.89,0.66,0.97,0.44,0.44,0.9,0.91,0.45
gdis.csv,0.42,0.55,0.45,0.51,0.47,0.45,0.38,0.47,0.35,0.54,0.39
genoviz.csv,0.75,0.8,0.94,0.93,0.98,0.92,0.0,0.68,0.73,0.91,0.8
kml.csv,0.5,0.63,0.61,0.61,0.4,0.5,0.48,0.69,0.49,0.39,0.43
omseek.csv,0.9,0.75,0.47,0.97,0.95,0.97,0.41,0.95,0.44,0.75,0.47
ossbuild.csv,0.57,0.56,0.97,0.86,0.56,0.71,0.92,0.96,0.61,0.92,0.45
popeye-chess.csv,0.41,0.56,0.38,0.48,0.39,0.44,0.41,0.34,0.33,0.37,0.3
quarkplayer.csv,0.57,0.88,0.0,0.91,0.99,0.69,0.56,0.55,0.47,0.91,0.62
turbotrader-bos.csv,0.55,0.54,0.96,0.95,0.6,0.73,0.92,0.84,0.87,0.79,0.69
virtuoso.csv,0.45,0.53,0.34,0.41,0.49,0.46,0.86,0.84,0.75,0.38,0.41
zscreen.csv,0.48,0.53,0.41,0.53,0.42,0.54,0.44,0.42,0.41,0.36,0.36
