,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,quantlib.csv
chipster.csv,0.67,0.5,0.76,0.76,0.87,0.03,0.63,0.76,0.81,0.94,0.66,0.76,0.61,0.89,0.85,1.0
fontforge.csv,0.68,0.54,0.87,0.61,0.8,0.72,0.13,0.04,0.59,0.66,0.79,0.82,0.58,0.68,0.94,0.81
glas.csv,0.63,0.76,0.93,0.78,0.75,0.79,0.67,0.86,0.79,0.72,0.92,0.69,0.74,0.03,0.77,0.73
hannosset.csv,0.84,1.0,0.83,0.96,0.84,1.0,1.0,1.0,1.0,1.0,0.99,0.89,0.99,0.95,0.17,1.0
hatari.csv,0.61,0.54,0.07,0.87,0.57,0.63,0.33,0.81,0.65,0.86,0.43,0.85,0.71,0.85,0.55,0.79
jaolt.csv,0.64,0.84,0.59,0.68,0.79,0.59,0.42,0.69,0.49,0.7,0.42,0.79,0.04,0.67,0.62,0.77
ltp.csv,0.68,0.74,0.75,0.58,0.04,0.54,0.29,0.74,0.78,0.56,0.72,0.89,0.81,0.8,0.41,0.74
mia.csv,0.93,0.77,0.9,0.81,0.77,0.77,0.17,0.73,0.75,0.75,0.97,0.17,0.81,0.97,1.01,0.94
net-snmp.csv,0.02,0.6,0.84,0.81,0.73,0.67,0.4,0.67,0.54,0.8,0.53,0.57,0.78,0.78,0.88,0.74
opde.csv,0.98,0.67,0.92,0.12,0.94,0.82,0.81,0.86,0.86,0.86,0.9,0.74,0.78,0.74,0.82,0.8
oppna-program-hsatools.csv,0.78,0.64,0.74,0.92,0.89,0.58,0.98,1.0,0.85,0.93,0.01,0.99,0.93,0.67,0.68,0.82
powerfolder-.csv,0.93,0.0,1.0,0.92,0.99,0.77,0.0,0.61,0.84,0.86,0.77,0.95,0.8,1.0,1.01,1.0
qlc.csv,1.0,0.67,1.0,0.97,1.0,0.96,0.0,1.0,0.17,0.97,0.99,0.78,0.93,0.96,0.84,1.0
quantlib.csv,0.8,0.59,0.74,0.97,0.9,0.81,0.17,0.61,0.71,0.83,0.88,0.48,0.83,0.87,0.85,0.08
tcl.csv,0.82,0.93,0.94,0.81,0.78,0.87,1.0,0.66,0.81,0.04,0.87,0.94,0.96,0.79,1.0,0.89
