,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,quantlib.csv
chipster.csv,0.27,0.31,0.58,0.07,0.23,0.0,0.63,0.35,0.23,0.18,0.04,0.25,0.34,0.07,0.16,0.04
fontforge.csv,0.47,0.41,0.61,0.38,0.72,0.57,0.13,0.0,0.3,0.62,0.35,0.39,0.38,0.38,0.43,0.45
glas.csv,0.51,0.58,0.69,0.67,0.66,0.65,0.67,0.23,0.74,0.65,0.74,0.53,0.66,0.02,0.58,0.72
hannosset.csv,0.14,0.03,0.0,0.0,0.1,0.04,0.0,0.0,0.01,0.05,0.0,0.04,0.0,0.09,0.0,0.01
hatari.csv,0.57,0.3,0.0,0.84,0.49,0.35,0.33,0.77,0.63,0.85,0.22,0.83,0.41,0.25,0.23,0.26
jaolt.csv,0.49,0.84,0.42,0.62,0.75,0.46,0.42,0.68,0.43,0.62,0.22,0.71,0.03,0.25,0.52,0.38
ltp.csv,0.29,0.46,0.42,0.13,0.04,0.38,0.29,0.61,0.29,0.22,0.17,0.31,0.45,0.18,0.38,0.33
mia.csv,0.8,0.01,0.58,0.27,0.5,0.44,0.17,0.29,0.34,0.72,0.83,0.0,0.17,0.0,0.1,0.22
net-snmp.csv,0.0,0.46,0.14,0.27,0.5,0.33,0.4,0.58,0.49,0.4,0.22,0.36,0.41,0.44,0.29,0.39
opde.csv,0.98,0.65,0.89,0.02,0.94,0.76,0.81,0.84,0.73,0.85,0.87,0.72,0.69,0.15,0.75,0.37
oppna-program-hsatools.csv,0.76,0.61,0.72,0.91,0.89,0.48,0.98,1.0,0.84,0.92,0.0,0.99,0.93,0.36,0.46,0.81
powerfolder-.csv,0.0,0.0,0.0,0.02,0.07,0.21,0.0,0.29,0.07,0.12,0.22,0.07,0.07,0.0,0.12,0.01
qlc.csv,0.0,0.18,0.0,0.13,0.0,0.14,0.0,0.0,0.0,0.0,0.04,0.09,0.03,0.51,0.12,0.01
quantlib.csv,0.18,0.22,0.14,0.16,0.21,0.73,0.17,0.48,0.24,0.15,0.83,0.18,0.79,0.09,0.16,0.0
tcl.csv,0.18,0.2,0.28,0.27,0.24,0.25,0.04,0.23,0.21,0.02,0.22,0.32,0.03,0.42,0.06,0.16
