,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,quantlib.csv
chipster.csv,0.39,0.61,0.52,0.24,0.16,0.97,1.0,0.33,0.22,0.08,0.34,0.28,0.49,0.11,0.17,0.0
fontforge.csv,0.51,0.65,0.38,0.52,0.67,0.56,1.0,0.96,0.5,0.79,0.29,0.28,0.56,0.43,0.17,0.33
glas.csv,0.63,0.52,0.38,0.6,0.64,0.55,1.0,0.17,0.72,0.69,0.46,0.56,0.66,0.97,0.5,0.83
hannosset.csv,0.17,0.0,0.17,0.04,0.16,0.0,0.0,0.0,0.0,0.0,0.01,0.11,0.01,0.05,0.83,0.0
hatari.csv,0.78,0.55,0.93,0.8,0.72,0.48,1.0,0.75,0.83,0.87,0.63,0.83,0.42,0.19,0.5,0.25
jaolt.csv,0.59,0.97,0.59,0.72,0.76,0.62,1.0,0.88,0.78,0.69,0.64,0.67,0.99,0.38,0.67,0.33
ltp.csv,0.39,0.42,0.38,0.44,0.98,0.61,1.0,0.58,0.28,0.49,0.3,0.17,0.33,0.22,0.83,0.33
mia.csv,0.54,0.23,0.31,0.24,0.41,0.36,1.0,0.33,0.33,0.79,0.49,0.83,0.21,0.03,0.0,0.08
net-snmp.csv,0.98,0.61,0.17,0.24,0.48,0.42,1.0,0.67,0.78,0.31,0.51,0.56,0.34,0.35,0.17,0.38
opde.csv,0.98,0.84,0.76,0.88,0.89,0.7,1.0,0.83,0.56,0.9,0.77,0.83,0.64,0.27,0.67,0.29
oppna-program-hsatools.csv,0.85,0.81,0.83,0.88,0.96,0.67,1.0,0.92,0.89,0.95,0.99,1.0,0.97,0.43,0.5,0.88
powerfolder-.csv,0.07,1.0,0.0,0.08,0.02,0.26,1.0,0.46,0.17,0.15,0.26,0.06,0.21,0.0,0.0,0.0
qlc.csv,0.0,0.35,0.0,0.04,0.0,0.05,1.0,0.0,0.83,0.03,0.01,0.22,0.07,0.19,0.17,0.0
quantlib.csv,0.22,0.45,0.28,0.04,0.13,0.65,1.0,0.62,0.33,0.18,0.69,0.56,0.75,0.14,0.17,0.92
tcl.csv,0.2,0.1,0.1,0.24,0.26,0.17,0.0,0.38,0.22,0.97,0.16,0.11,0.04,0.32,0.0,0.12
