,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,quantlib.csv
chipster.csv,0.45,0.52,0.46,0.35,0.26,0.98,0.06,0.37,0.17,0.12,0.5,0.15,0.61,0.18,0.11,0.0
fontforge.csv,0.49,0.49,0.35,0.47,0.67,0.47,0.22,0.98,0.29,0.65,0.42,0.11,0.66,0.43,0.05,0.21
glas.csv,0.56,0.36,0.34,0.43,0.66,0.44,0.05,0.23,0.22,0.59,0.57,0.16,0.69,0.97,0.12,0.36
hannosset.csv,0.25,0.0,0.29,0.08,0.27,0.0,0.0,0.0,0.0,0.0,0.02,0.15,0.03,0.09,0.91,0.0
hatari.csv,0.63,0.49,0.96,0.48,0.74,0.48,0.11,0.55,0.29,0.64,0.75,0.17,0.53,0.24,0.24,0.22
jaolt.csv,0.53,0.49,0.56,0.51,0.73,0.54,0.08,0.64,0.34,0.59,0.76,0.15,0.99,0.43,0.17,0.24
ltp.csv,0.44,0.33,0.4,0.52,0.98,0.56,0.12,0.49,0.18,0.57,0.45,0.08,0.44,0.29,0.27,0.25
mia.csv,0.42,0.36,0.31,0.28,0.51,0.36,0.18,0.39,0.19,0.63,0.58,0.91,0.32,0.05,0.0,0.09
net-snmp.csv,0.99,0.45,0.26,0.28,0.56,0.44,0.09,0.55,0.32,0.36,0.66,0.22,0.45,0.35,0.07,0.26
opde.csv,0.61,0.5,0.53,0.92,0.77,0.5,0.05,0.57,0.18,0.65,0.78,0.19,0.67,0.36,0.13,0.21
oppna-program-hsatools.csv,0.61,0.5,0.61,0.5,0.81,0.56,0.04,0.57,0.24,0.65,1.0,0.17,0.83,0.44,0.15,0.34
powerfolder-.csv,0.14,1.0,0.0,0.14,0.03,0.33,1.0,0.5,0.21,0.24,0.4,0.06,0.33,0.0,0.0,0.0
qlc.csv,0.0,0.4,0.0,0.06,0.0,0.07,1.0,0.0,0.91,0.05,0.02,0.21,0.13,0.19,0.13,0.0
quantlib.csv,0.31,0.46,0.38,0.06,0.21,0.48,0.18,0.56,0.23,0.27,0.74,0.33,0.73,0.21,0.11,0.96
tcl.csv,0.28,0.12,0.14,0.28,0.38,0.22,0.0,0.45,0.17,0.97,0.26,0.05,0.08,0.33,0.0,0.14
