,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,open-ms.csv,tango-cs.csv,geochat.csv
decidr.csv,0.46,0.69,0.69,0.35,0.43,0.13,0.75,0.49,0.4,0.42,0.55,0.62,0.51,0.47,0.21,0.53,0.55,0.56
doomlegacy.csv,0.71,0.0,0.47,0.42,0.67,0.68,0.36,0.15,0.27,0.3,0.68,0.72,0.71,0.14,0.0,0.49,0.55,0.2
elmo.csv,0.16,0.62,0.02,0.13,0.16,0.07,0.12,0.0,0.05,0.0,0.0,0.11,0.23,0.33,0.21,0.2,0.19,0.09
geochat.csv,0.13,0.13,0.44,0.5,0.21,0.07,0.31,0.45,0.47,0.25,0.04,0.04,0.14,0.44,0.32,0.3,0.28,0.57
gpac.csv,0.39,0.43,0.57,0.64,0.32,0.44,0.13,0.68,0.17,0.34,0.6,0.69,0.33,0.53,0.44,0.59,0.52,0.49
illumination.csv,0.0,0.24,0.07,0.38,0.0,0.33,0.04,0.0,0.0,0.58,0.58,0.33,0.0,0.78,0.09,0.0,0.0,0.27
ktc.csv,0.74,0.44,0.69,0.18,0.67,0.49,0.48,0.6,0.55,0.4,0.32,0.63,0.6,0.39,0.63,0.58,0.56,0.34
neoengine.csv,0.56,0.27,0.69,0.56,0.49,0.62,0.69,0.09,0.27,0.68,0.34,0.68,0.59,0.54,0.73,0.58,0.52,0.61
nicepress.csv,0.59,0.69,0.59,0.46,0.76,0.77,0.72,0.32,0.27,0.51,0.59,0.56,0.34,0.61,0.67,0.64,0.59,0.52
omseek.csv,0.27,0.0,0.15,0.0,0.22,0.1,0.18,0.05,0.12,0.39,0.16,0.64,0.05,0.21,0.27,0.13,0.46,0.09
open-ms.csv,0.68,0.0,0.59,0.18,0.6,0.32,0.44,0.02,0.05,0.09,0.22,0.65,0.66,0.5,0.58,0.51,0.48,0.09
pi-qmc.csv,0.47,0.0,0.66,0.64,0.52,0.58,0.55,0.0,0.17,0.49,0.32,0.61,0.6,0.59,0.82,0.6,0.5,0.58
rosegarden.csv,0.79,0.44,0.58,0.13,0.71,0.58,0.54,0.6,0.42,0.4,0.38,0.69,0.66,0.07,0.61,0.61,0.45,0.09
smarttag.csv,0.75,0.24,0.55,0.53,0.66,0.64,0.46,0.29,0.05,0.64,0.69,0.65,0.66,0.6,0.5,0.58,0.54,0.49
sylpheed-claws.csv,0.48,0.0,0.54,0.0,0.41,0.0,0.62,0.64,0.68,0.42,0.05,0.05,0.0,0.21,0.09,0.21,0.66,0.54
tango-cs.csv,0.62,0.0,0.64,0.6,0.66,0.57,0.64,0.58,0.59,0.55,0.67,0.65,0.59,0.63,0.73,0.6,0.59,0.66
xemeiah.csv,0.69,0.24,0.63,0.42,0.65,0.69,0.37,0.68,0.63,0.48,0.77,0.44,0.36,0.14,0.73,0.61,0.54,0.42
zscreen.csv,0.74,0.24,0.6,0.74,0.63,0.65,0.64,0.53,0.5,0.33,0.74,0.73,0.63,0.59,0.37,0.6,0.61,0.46
