,xbrlapi.csv,codeblocks.csv,utgb.csv,red5.csv,bulmages.csv,proftp.csv,grisbi.csv,t-2.csv,libmesh.csv,tcvp.csv,tart.csv,panda3d.csv,super-tux.csv,soar.csv,skia.csv,zemljanka.csv,tencompetence.csv
bulmages.csv,0.98,1.0,0.66,0.95,0.54,1.0,1.0,0.91,0.89,1.0,0.32,0.96,0.78,0.91,0.7,1.0,0.87
codeblocks.csv,0.79,0.52,0.66,0.65,0.65,0.62,0.85,0.56,0.62,0.88,0.75,0.84,0.38,0.9,0.68,0.93,0.91
grisbi.csv,0.85,0.8,0.76,0.97,0.72,0.78,0.22,0.85,0.91,0.95,0.75,0.79,0.42,0.95,0.78,0.78,0.94
libmesh.csv,0.85,0.74,0.76,0.89,0.8,1.0,1.1,0.51,0.44,1.0,0.75,0.74,1.02,0.8,0.88,0.95,0.91
panda3d.csv,0.84,0.57,0.53,0.77,0.86,0.62,0.45,0.86,0.73,0.58,0.79,0.6,0.72,0.64,0.7,0.58,0.96
proftp.csv,0.91,0.74,0.67,0.93,0.77,0.38,0.78,0.74,0.97,1.0,1.01,0.68,0.87,0.64,0.56,0.95,0.98
red5.csv,0.92,0.76,0.6,0.45,0.91,0.67,1.0,0.61,0.56,0.99,0.96,0.92,0.6,0.93,0.88,0.89,0.84
skia.csv,0.79,0.78,0.62,0.64,0.59,0.42,0.67,0.6,0.85,1.0,0.83,0.65,0.93,0.79,0.45,0.56,0.84
soar.csv,0.93,1.0,0.92,0.9,1.0,1.0,1.0,0.96,1.0,1.0,1.0,1.0,1.0,0.53,1.0,1.0,0.87
super-tux.csv,0.86,0.88,0.58,0.62,0.75,0.76,1.07,0.57,0.61,0.95,0.77,0.76,0.08,0.91,0.85,0.89,0.79
t-2.csv,0.76,0.83,0.61,0.73,0.91,0.85,1.0,0.4,0.52,1.0,0.71,0.88,0.6,1.0,0.77,0.95,0.77
tart.csv,0.72,0.78,0.72,0.77,0.54,0.84,0.51,0.78,0.8,0.92,0.28,0.69,0.64,0.94,0.66,0.95,0.89
tcvp.csv,0.93,0.85,0.97,0.98,1.0,1.0,0.98,0.91,1.0,0.3,1.02,1.0,1.0,1.0,0.95,0.97,1.0
tencompetence.csv,0.65,0.85,0.79,0.87,0.78,0.89,0.85,0.94,0.83,1.0,1.07,0.7,0.51,0.66,0.63,0.81,0.32
utgb.csv,0.97,0.59,0.35,0.72,0.61,0.59,0.52,0.94,0.86,0.59,0.62,0.57,0.56,0.86,0.68,0.54,0.79
xbrlapi.csv,0.5,0.93,0.8,0.81,0.67,0.7,0.54,0.71,0.78,1.0,0.83,0.79,0.98,0.85,0.83,1.0,0.79
zemljanka.csv,0.89,0.57,1.0,0.97,0.79,0.89,0.4,1.0,0.91,0.93,0.72,0.72,0.87,0.96,0.75,0.2,0.97
