,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,ingex.csv,lite.csv,opendvr.csv,icescrum.csv,codesmith.csv
beast-mcmc.csv,0.54,0.46,0.55,0.29,0.65,0.63,0.57,0.45,0.3,0.28,0.44,0.82
codesmith.csv,0.26,0.3,0.5,0.23,0.62,0.57,0.45,0.28,0.36,0.27,0.44,0.87
icescrum.csv,0.51,0.47,0.62,0.32,0.83,0.58,0.63,0.46,0.19,0.24,0.73,0.69
ingex.csv,0.35,0.4,0.59,0.22,0.7,0.53,0.55,0.54,0.23,0.38,0.45,0.74
jrefactory.csv,0.21,0.27,0.67,0.16,0.51,0.46,0.44,0.38,0.13,0.3,0.35,0.65
jsecurity.csv,0.4,0.62,0.47,0.46,0.75,0.54,0.6,0.45,0.47,0.29,0.5,0.67
libopenmetaverse.csv,0.27,0.33,0.58,0.19,0.65,0.67,0.51,0.37,0.28,0.24,0.38,0.82
lite.csv,0.31,0.43,0.51,0.32,0.78,0.58,0.62,0.21,0.48,0.38,0.32,0.43
mobicents.csv,0.37,0.39,0.5,0.31,0.88,0.47,0.69,0.37,0.35,0.29,0.4,0.5
opendvr.csv,0.37,0.47,0.43,0.35,0.73,0.49,0.63,0.4,0.32,0.46,0.48,0.54
openefm.csv,0.29,0.51,0.53,0.28,0.83,0.59,0.57,0.48,1.0,0.25,0.43,0.68
sidekar.csv,0.0,0.33,0.0,0.0,0.86,0.0,0.0,0.0,0.28,0.29,0.0,0.0
