,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,ingex.csv,lite.csv,opendvr.csv,icescrum.csv,codesmith.csv
beast-mcmc.csv,0.62,0.54,0.6,0.39,0.63,0.54,0.64,0.54,0.46,0.33,0.6,0.57
codesmith.csv,0.23,0.39,0.44,0.25,0.65,0.58,0.52,0.32,0.47,0.4,0.5,0.84
icescrum.csv,0.59,0.48,0.45,0.37,0.6,0.4,0.6,0.56,0.24,0.21,0.78,0.23
ingex.csv,0.45,0.34,0.36,0.29,0.64,0.54,0.62,0.59,0.35,0.39,0.56,0.34
jrefactory.csv,0.31,0.35,0.68,0.26,0.47,0.24,0.38,0.53,0.17,0.39,0.44,0.76
jsecurity.csv,0.32,0.58,0.36,0.55,0.24,0.54,0.43,0.37,0.47,0.22,0.3,0.7
libopenmetaverse.csv,0.42,0.5,0.73,0.32,0.79,0.64,0.67,0.53,0.44,0.26,0.55,0.57
lite.csv,0.23,0.46,0.44,0.39,0.34,0.47,0.55,0.17,0.58,0.32,0.45,0.08
mobicents.csv,0.52,0.5,0.44,0.37,0.69,0.6,0.68,0.53,0.4,0.45,0.56,0.35
opendvr.csv,0.51,0.56,0.42,0.47,0.7,0.65,0.65,0.52,0.45,0.52,0.62,0.42
openefm.csv,0.43,0.59,0.61,0.41,0.37,0.52,0.69,0.58,0.33,0.26,0.59,0.56
sidekar.csv,0.0,0.18,0.0,0.0,0.85,0.0,0.0,0.0,0.44,0.45,0.0,0.0
