,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,elynx.csv,cascading.csv,xcmetadataservicestoolkit.csv,gnome-jabber.csv,glelite.csv,olex2.csv,tencompetence.csv,gisgraphy.csv
cascading.csv,0.75,0.23,0.57,0.5,0.33,0.59,0.0,1.0,0.65,0.08,0.73,0.67,0.16,0.14
crisscross.csv,0.28,0.23,0.95,0.23,0.33,0.1,1.0,0.24,0.28,0.89,0.17,0.43,0.35,0.32
gisgraphy.csv,0.23,0.15,0.14,0.22,0.67,0.23,0.0,0.16,0.5,0.6,0.13,0.18,0.32,0.95
glelite.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0
gnome-jabber.csv,0.92,1.0,1.0,0.97,1.0,0.95,1.0,0.97,0.95,1.0,0.93,0.97,0.99,1.0
ivataopenportal.csv,0.3,0.46,0.43,0.46,0.33,0.95,0.0,0.33,0.38,0.14,0.23,0.53,0.23,0.36
mb-unit.csv,0.77,0.31,0.62,0.99,0.33,0.83,1.0,0.94,0.65,0.46,0.8,0.72,0.49,0.45
mvdsv.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
nova.csv,0.36,1.0,0.29,0.18,0.0,0.27,0.0,0.16,0.25,0.36,0.31,0.28,0.35,0.09
olex2.csv,0.35,0.23,0.14,0.27,0.0,0.23,0.0,0.28,0.57,0.04,0.25,0.92,0.29,0.27
openwbem.csv,0.95,0.62,0.67,0.52,0.33,0.71,1.0,0.54,0.68,0.84,0.45,0.52,0.88,0.82
tencompetence.csv,0.42,0.0,0.24,0.37,0.33,0.65,1.0,0.61,0.45,0.05,0.63,0.1,0.99,0.23
xcmetadataservicestoolkit.csv,0.67,0.54,0.67,0.72,1.0,0.68,1.0,0.72,1.0,0.85,0.99,0.78,0.77,0.55
