,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,elynx.csv,cascading.csv,xcmetadataservicestoolkit.csv,gnome-jabber.csv,glelite.csv,olex2.csv,tencompetence.csv,gisgraphy.csv
cascading.csv,0.49,0.09,0.42,0.33,0.6,0.45,0.73,0.03,0.53,0.0,0.67,0.63,0.11,0.31
crisscross.csv,0.23,0.09,0.01,0.07,0.68,0.09,0.54,0.24,0.27,1.0,0.0,0.35,0.26,0.4
gisgraphy.csv,0.25,0.32,0.32,0.2,0.32,0.25,0.24,0.36,0.6,0.6,0.33,0.3,0.38,0.0
glelite.csv,1.0,1.0,1.0,1.0,1.0,0.99,0.98,1.0,1.0,1.0,0.0,1.0,1.0,1.0
gnome-jabber.csv,0.95,0.93,1.0,1.0,0.94,0.98,0.95,1.0,0.87,0.4,1.0,0.93,0.98,0.98
ivataopenportal.csv,0.2,0.32,0.11,0.46,0.24,0.02,0.08,0.27,0.27,0.0,0.0,0.42,0.43,0.58
mb-unit.csv,0.56,0.07,0.8,0.03,0.56,0.7,0.83,0.85,0.47,0.4,0.67,0.55,0.43,0.85
mvdsv.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nova.csv,0.5,0.0,0.43,0.18,0.17,0.38,0.19,0.24,0.27,0.0,0.67,0.37,0.28,0.1
olex2.csv,0.18,0.09,0.06,0.25,0.05,0.14,0.41,0.21,0.47,0.0,0.0,0.0,0.23,0.46
openwbem.csv,0.01,0.7,0.55,0.42,0.76,0.83,0.68,0.36,0.53,0.8,0.0,0.55,0.8,0.65
tencompetence.csv,0.6,0.0,0.45,0.36,0.41,0.7,0.46,0.58,0.6,0.0,1.0,0.06,0.0,0.38
xcmetadataservicestoolkit.csv,0.67,0.61,0.91,0.58,0.97,0.67,0.9,0.67,0.0,0.8,1.0,0.76,0.58,0.75
