,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,elynx.csv,cascading.csv,xcmetadataservicestoolkit.csv,gnome-jabber.csv,glelite.csv,olex2.csv,tencompetence.csv,gisgraphy.csv
cascading.csv,0.55,0.77,0.6,0.6,0.9,0.6,1.24,0.03,0.64,0.92,0.72,0.72,0.85,0.92
crisscross.csv,0.75,0.77,0.05,0.77,0.95,0.9,0.54,0.8,0.77,1.01,0.83,0.67,0.7,0.79
gisgraphy.csv,0.81,0.9,0.91,0.8,0.46,0.8,1.03,0.91,0.78,0.72,0.93,0.87,0.78,0.05
glelite.csv,1.0,1.0,1.0,1.0,1.0,0.99,0.98,1.0,1.0,1.0,0.0,1.0,1.0,1.0
gnome-jabber.csv,0.96,0.93,1.0,1.0,0.94,0.98,0.95,1.0,0.87,0.4,1.0,0.93,0.98,0.98
ivataopenportal.csv,0.73,0.63,0.58,0.71,0.71,0.05,1.0,0.72,0.68,0.86,0.77,0.63,0.89,0.86
mb-unit.csv,0.6,0.7,0.89,0.03,0.87,0.72,0.83,0.85,0.58,0.67,0.7,0.62,0.67,1.01
mvdsv.csv,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0
nova.csv,0.82,0.0,0.83,0.84,1.02,0.82,1.02,0.87,0.8,0.64,0.96,0.8,0.71,0.92
olex2.csv,0.68,0.77,0.86,0.77,1.0,0.79,1.08,0.75,0.63,0.96,0.75,0.08,0.75,0.86
openwbem.csv,0.05,0.8,0.64,0.64,1.01,0.88,0.68,0.59,0.62,0.82,0.55,0.73,0.81,0.67
tencompetence.csv,0.84,1.0,0.88,0.73,0.78,0.79,0.46,0.7,0.81,0.95,1.07,0.9,0.01,0.86
xcmetadataservicestoolkit.csv,0.75,0.77,0.97,0.64,0.97,0.74,0.9,0.72,0.0,0.81,1.0,0.79,0.62,0.88
