,beast-mcmc.csv,jrefactory.csv,adonthell.csv,jaxlib.csv,nodal.csv,exist.csv,pokenetonline.csv,foursquared.csv,avisynth2.csv,dataobjectsdotnet.csv,simplewebservices.csv,opendvr.csv,uface.csv
adonthell.csv,0.42,0.3,0.94,0.77,0.34,0.49,0.54,0.45,0.0,0.37,0.37,0.26,0.44
avisynth2.csv,0.04,0.05,0.0,0.0,0.0,0.04,0.06,0.0,1.0,0.01,0.0,0.0,0.02
beast-mcmc.csv,0.98,0.37,0.26,0.0,0.26,0.44,0.32,0.53,0.69,0.38,0.2,0.21,0.45
dataobjectsdotnet.csv,0.48,0.68,0.31,0.53,0.2,0.41,0.45,0.56,0.37,0.98,0.25,0.21,0.36
exist.csv,0.64,0.43,0.2,0.0,0.34,0.96,0.43,0.47,0.37,0.43,0.11,0.17,0.35
foursquared.csv,0.28,0.26,0.42,0.54,0.11,0.32,0.4,0.97,0.0,0.32,0.17,0.47,0.55
jaxlib.csv,0.06,0.02,0.09,1.0,0.0,0.0,0.02,0.1,0.38,0.0,0.0,0.0,0.12
jrefactory.csv,0.47,0.95,0.4,0.81,0.59,0.5,0.46,0.47,0.37,0.53,0.29,0.53,0.48
nodal.csv,0.2,0.19,0.27,0.0,0.89,0.42,0.23,0.37,0.38,0.16,0.11,0.5,0.16
opendvr.csv,0.68,0.41,0.27,0.44,0.62,0.56,0.56,0.54,0.64,0.48,0.31,1.0,0.51
pokenetonline.csv,0.69,0.4,0.56,0.36,0.5,0.4,1.0,0.77,0.38,0.48,0.63,0.47,0.59
simplewebservices.csv,0.63,0.54,0.44,0.51,0.5,0.4,0.64,0.56,0.35,0.52,0.97,0.53,0.42
uface.csv,0.55,0.53,0.17,0.2,0.28,0.62,0.3,0.57,0.09,0.5,0.01,0.24,0.99
