,beast-mcmc.csv,jrefactory.csv,adonthell.csv,jaxlib.csv,nodal.csv,exist.csv,pokenetonline.csv,foursquared.csv,avisynth2.csv,dataobjectsdotnet.csv,simplewebservices.csv,opendvr.csv,uface.csv
adonthell.csv,0.67,0.85,0.07,0.6,0.79,0.73,0.55,0.67,1.04,0.76,0.72,0.84,0.62
avisynth2.csv,0.97,0.96,1.0,1.0,1.0,0.97,0.95,1.0,0.0,0.99,1.0,1.0,0.98
beast-mcmc.csv,0.03,0.74,0.8,1.06,0.78,0.63,0.73,0.81,0.39,0.69,0.83,0.84,0.63
dataobjectsdotnet.csv,0.62,0.46,0.76,0.58,0.84,0.69,0.67,0.56,0.71,0.02,0.82,0.84,0.75
exist.csv,0.46,0.66,0.85,1.14,0.72,0.04,0.64,0.72,0.76,0.68,0.91,0.88,0.71
foursquared.csv,0.76,0.81,0.65,0.56,0.92,0.79,0.66,0.04,1.02,0.74,0.87,0.69,0.55
jaxlib.csv,0.95,0.98,0.93,0.0,1.0,1.0,0.98,0.92,0.67,1.0,1.0,1.0,0.9
jrefactory.csv,0.65,0.06,0.73,0.54,0.55,0.6,0.79,0.74,0.69,0.65,0.79,0.6,0.63
nodal.csv,0.83,0.88,0.77,1.19,0.13,0.67,0.84,0.72,0.68,0.88,0.92,0.56,0.87
opendvr.csv,0.5,0.7,0.78,0.87,0.69,0.61,0.67,0.72,0.55,0.77,0.76,0.0,0.74
pokenetonline.csv,0.6,0.91,0.55,0.9,0.75,0.88,0.0,0.55,0.89,0.84,0.6,0.71,0.52
simplewebservices.csv,0.52,0.56,0.68,0.68,0.75,0.7,0.43,0.67,0.83,0.65,0.04,0.59,0.74
uface.csv,0.78,0.71,0.96,1.06,0.95,0.72,0.92,0.78,0.98,0.76,0.99,0.94,0.01
