,fbmanager.csv,scen-connect.csv,wxlua.csv,officefloor.csv,stuproa-cims.csv,tart.csv,ontopia.csv,jgossipforum.csv,powerfolder.csv,madman.csv,power-architect.csv,hannosset.csv,bzbyte.csv,mediaportal.csv,poormans.csv,fleet-simulator.csv,ninject.csv,jruby.csv,hydrate.csv,uface.csv
bzbyte.csv,0.84,0.85,0.75,0.96,0.83,0.72,0.79,0.65,0.83,0.8,0.79,0.54,0.0,0.91,0.74,0.12,0.87,0.95,0.89,0.87
fbmanager.csv,0.0,0.46,0.12,0.64,0.25,0.49,0.64,0.45,0.71,0.57,0.64,0.57,0.44,0.58,0.4,0.12,0.16,0.68,0.32,0.17
fleet-simulator.csv,0.71,0.89,1.0,0.93,0.88,1.0,0.93,0.89,0.9,0.9,0.86,0.97,0.83,0.92,0.89,0.12,0.76,0.95,1.0,0.61
hannosset.csv,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.06
hydrate.csv,0.03,0.11,0.25,0.2,0.06,0.1,0.29,0.16,0.19,0.16,0.5,0.29,0.22,0.38,0.22,0.12,0.09,0.37,0.0,0.02
jgossipforum.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jruby.csv,0.55,0.33,0.5,0.62,0.5,0.7,0.64,0.5,0.79,0.55,0.36,0.72,0.0,0.35,0.38,0.0,0.33,0.0,0.37,0.11
madman.csv,0.03,0.16,0.0,0.02,0.03,0.12,0.0,0.0,0.07,0.0,0.0,0.13,0.06,0.04,0.02,0.0,0.0,0.0,0.0,0.04
mediaportal.csv,0.0,0.54,0.12,0.58,0.57,0.04,0.5,0.67,0.4,0.04,0.36,0.06,0.67,0.0,0.59,0.0,0.6,0.37,0.11,0.85
ninject.csv,0.0,0.13,0.0,0.14,0.04,0.04,0.5,0.02,0.31,0.06,0.14,0.03,0.06,0.19,0.02,0.0,0.0,0.16,0.26,0.07
officefloor.csv,0.55,0.93,0.0,0.0,0.99,0.46,0.71,0.01,0.83,0.69,0.36,0.86,0.78,0.32,0.0,1.0,0.62,0.84,0.58,1.0
ontopia.csv,0.58,0.79,0.62,0.67,0.67,0.8,0.0,0.55,0.86,0.76,0.64,0.74,0.44,0.64,0.47,0.0,0.82,0.89,0.74,0.67
poormans.csv,0.39,0.05,0.62,0.19,0.16,0.43,0.43,0.06,0.09,0.55,0.43,0.48,0.28,0.42,0.01,0.12,0.15,0.16,0.58,0.04
power-architect.csv,0.52,0.8,0.38,0.78,0.32,0.47,0.79,0.77,0.63,0.76,0.0,0.72,0.61,0.87,0.95,1.0,0.8,0.89,1.0,0.52
powerfolder.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
stuproa-cims.csv,0.84,0.77,1.0,0.74,0.0,0.9,0.93,0.68,0.92,0.98,0.86,0.55,0.61,0.86,0.8,0.88,0.89,0.79,1.0,0.7
tart.csv,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.11,0.0,0.05,0.0,0.07,0.0,0.0,0.02
uface.csv,0.97,0.79,1.0,0.74,0.79,0.99,0.79,0.8,0.78,0.92,1.0,0.94,0.89,0.92,0.83,0.12,0.78,0.79,0.89,0.0
wxlua.csv,0.61,0.84,0.0,0.91,0.94,0.83,1.0,0.99,0.99,0.98,1.0,0.91,0.94,0.86,0.88,0.62,0.95,1.0,0.95,1.0
