,fbmanager.csv,scen-connect.csv,wxlua.csv,officefloor.csv,stuproa-cims.csv,tart.csv,ontopia.csv,jgossipforum.csv,powerfolder.csv,madman.csv,power-architect.csv,hannosset.csv,bzbyte.csv,mediaportal.csv,poormans.csv,fleet-simulator.csv,ninject.csv,jruby.csv,hydrate.csv,uface.csv
bzbyte.csv,0.87,0.85,0.83,0.97,0.85,0.82,0.82,0.89,0.86,0.83,0.87,0.73,0.0,0.92,0.8,0.22,0.87,0.95,0.9,0.88
fbmanager.csv,0.03,1.1,0.85,0.67,0.58,0.64,0.75,0.5,0.82,0.62,0.75,0.59,0.62,0.62,0.45,0.68,0.43,0.88,0.63,0.45
fleet-simulator.csv,0.75,0.89,1.0,0.93,0.88,1.0,0.93,0.89,0.9,0.9,0.86,0.97,0.83,0.92,0.89,0.12,0.76,0.95,1.0,0.61
hannosset.csv,1.0,1.0,0.99,0.92,0.98,1.0,1.0,1.0,1.0,1.0,1.0,0.17,1.0,0.95,1.0,0.93,1.0,1.0,1.0,0.99
hydrate.csv,0.91,0.11,1.01,0.54,0.84,1.01,0.73,0.82,0.28,0.77,0.89,0.88,0.72,0.51,0.44,0.66,0.61,0.79,0.0,0.88
jgossipforum.csv,0.97,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0
jruby.csv,0.6,0.33,0.86,0.63,0.7,0.72,0.81,0.53,0.79,0.55,0.68,0.74,0.67,0.7,0.61,0.63,0.68,0.0,0.68,0.55
madman.csv,0.91,0.16,0.97,0.95,0.96,0.81,0.95,1.0,0.6,0.12,1.0,1.01,0.83,0.94,0.97,1.0,0.8,0.95,0.88,0.96
mediaportal.csv,0.97,1.14,0.96,0.75,0.8,1.0,0.56,0.78,0.57,1.0,0.71,1.0,0.86,0.07,0.83,0.52,0.85,0.51,0.82,1.06
ninject.csv,0.94,0.13,0.99,0.65,0.86,1.0,0.91,1.0,0.51,0.75,0.75,1.0,0.76,0.56,0.77,0.7,0.0,0.82,0.69,0.82
officefloor.csv,0.78,1.37,0.99,0.11,1.0,0.76,0.74,1.0,1.3,1.02,0.66,0.86,0.88,0.91,1.0,1.0,0.86,0.88,0.98,1.01
ontopia.csv,0.68,0.79,0.63,0.7,0.83,0.89,0.0,0.81,0.86,0.84,0.67,0.76,0.7,0.73,0.71,0.35,0.84,0.9,0.85,0.71
poormans.csv,0.75,0.05,0.75,0.56,0.74,0.59,0.92,0.8,0.61,0.74,0.72,0.82,0.77,0.55,0.01,0.61,0.43,0.73,0.7,0.83
power-architect.csv,0.72,0.8,0.64,0.79,0.6,0.93,0.9,0.79,0.63,0.84,0.0,0.74,0.75,0.88,0.98,1.06,0.8,0.91,1.0,0.62
powerfolder.csv,1.0,1.0,1.0,0.95,0.98,1.0,0.99,1.0,0.0,1.0,1.0,1.0,0.98,0.97,0.97,1.0,0.8,0.99,0.94,1.0
stuproa-cims.csv,0.84,1.26,1.01,0.75,0.07,0.9,0.93,0.71,0.94,1.01,0.87,0.55,0.67,0.86,0.81,0.9,0.91,0.79,1.0,0.71
tart.csv,1.0,1.0,0.98,0.92,0.98,0.0,0.97,1.0,1.0,0.88,1.0,1.0,0.92,0.95,1.0,0.98,1.0,0.99,1.0,1.0
uface.csv,0.97,0.79,1.0,0.75,0.8,0.99,0.79,0.8,0.8,0.92,1.0,0.94,0.9,0.95,0.83,0.13,0.78,0.81,0.9,0.01
wxlua.csv,0.68,0.84,0.0,0.91,0.94,0.83,1.0,0.99,0.99,0.98,1.0,0.91,0.94,0.87,0.88,0.62,0.95,1.0,0.95,1.0
