,fbmanager.csv,scen-connect.csv,wxlua.csv,officefloor.csv,stuproa-cims.csv,tart.csv,ontopia.csv,jgossipforum.csv,powerfolder.csv,madman.csv,power-architect.csv,hannosset.csv,bzbyte.csv,mediaportal.csv,poormans.csv,fleet-simulator.csv,ninject.csv,jruby.csv,hydrate.csv,uface.csv
bzbyte.csv,0.5,0.02,0.9,0.03,0.27,0.04,0.84,0.01,0.04,0.13,0.76,0.08,1.0,0.19,0.2,0.98,0.09,0.87,0.65,0.68
fbmanager.csv,1.0,0.0,0.93,0.03,0.41,0.06,0.84,0.04,0.03,0.18,0.79,0.11,0.8,0.24,0.35,0.95,0.25,0.81,0.71,0.88
fleet-simulator.csv,0.54,0.02,0.92,0.03,0.28,0.05,0.85,0.02,0.04,0.15,0.8,0.08,0.79,0.2,0.22,0.98,0.11,0.87,0.63,0.76
hannosset.csv,0.0,0.0,1.0,0.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.75,0.0,1.0,0.0,0.0,0.0,0.25
hydrate.csv,0.75,0.12,0.5,0.07,0.5,0.0,0.86,0.03,0.15,0.2,0.67,0.05,0.82,0.29,0.43,0.95,0.29,0.84,1.0,0.93
jgossipforum.csv,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jruby.csv,0.6,0.05,0.87,0.04,0.27,0.06,0.81,0.04,0.05,0.23,0.82,0.09,1.0,0.21,0.27,1.0,0.1,1.0,0.67,0.89
madman.csv,0.75,0.09,1.0,0.07,0.29,0.08,1.0,0.0,0.2,1.0,0.0,0.0,0.91,0.26,0.33,0.0,1.0,1.0,1.0,0.67
mediaportal.csv,1.0,0.0,0.8,0.03,0.22,0.0,0.89,0.02,0.06,0.0,0.81,0.0,0.68,1.0,0.16,1.0,0.06,0.92,0.75,0.47
ninject.csv,1.0,0.11,1.0,0.07,0.57,0.0,0.72,0.0,0.07,0.4,0.88,0.0,0.93,0.37,0.73,1.0,1.0,0.89,0.71,0.83
officefloor.csv,0.47,0.0,1.0,1.0,0.24,0.05,0.86,0.0,0.0,0.06,0.83,0.09,0.7,0.1,0.0,0.87,0.06,0.86,0.39,0.64
ontopia.csv,0.55,0.02,0.94,0.03,0.22,0.04,1.0,0.02,0.05,0.12,0.83,0.09,0.76,0.19,0.21,1.0,0.08,0.87,0.58,0.69
poormans.csv,0.5,0.25,0.91,0.07,0.38,0.07,0.7,0.07,0.15,0.13,0.79,0.06,0.76,0.27,0.97,0.96,0.27,0.92,0.65,0.9
power-architect.csv,0.52,0.02,0.93,0.03,0.36,0.02,0.79,0.02,0.06,0.12,1.0,0.09,0.74,0.19,0.18,0.81,0.1,0.86,0.63,0.72
powerfolder.csv,0.0,0.0,0.0,0.25,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.36,1.0,0.0,1.0,1.0,1.0,0.0
stuproa-cims.csv,0.56,0.0,0.91,0.03,1.0,0.06,0.84,0.03,0.03,0.11,0.8,0.14,0.79,0.2,0.23,0.86,0.08,0.89,0.63,0.72
tart.csv,0.0,0.0,1.0,0.17,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.71,0.86,0.0,1.0,0.0,1.0,0.0,0.0
uface.csv,0.52,0.02,0.91,0.03,0.28,0.05,0.86,0.03,0.04,0.15,0.79,0.08,0.76,0.16,0.24,0.98,0.1,0.87,0.63,1.0
wxlua.csv,0.56,0.02,1.0,0.03,0.27,0.06,0.84,0.02,0.04,0.14,0.79,0.09,0.77,0.2,0.23,0.92,0.09,0.87,0.65,0.67
