,mule.csv,springside.csv,swtfox.csv,twostep.csv,geotools.csv,l2j.csv
geotools.csv,0.44,0.35,0.13,0.72,0.6,0.44
l2j.csv,0.65,0.42,0.32,0.68,0.46,0.75
mule.csv,0.68,0.19,0.34,0.57,0.43,0.32
springside.csv,0.65,0.76,0.39,0.78,0.66,0.46
swtfox.csv,0.21,0.5,0.61,0.15,0.33,0.48
twostep.csv,0.49,0.59,0.49,0.87,0.6,0.55
