,mule.csv,springside.csv,swtfox.csv,twostep.csv,geotools.csv,l2j.csv
geotools.csv,0.94,0.94,0.95,0.77,0.58,0.41
l2j.csv,0.81,0.39,0.28,0.65,0.44,0.77
mule.csv,0.72,0.16,0.3,0.54,0.4,0.28
springside.csv,0.68,0.76,0.38,0.81,0.73,0.41
swtfox.csv,0.18,0.73,0.57,0.12,0.31,0.63
twostep.csv,0.91,0.88,0.48,0.92,0.81,0.59
