,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,stemkit.csv,zabbix.csv,carabiner.csv
anaxagora.csv,0.0,0.4,0.01,0.1,1.0,0.12,0.18,0.88,0.13,0.08,0.21,0.07,0.0,0.33,0.32,0.08,1.0,0.0,0.15,0.25
blogentis.csv,0.05,0.36,0.02,0.1,0.74,0.07,1.0,0.95,0.05,0.02,0.36,0.09,0.06,0.83,0.35,0.15,0.22,0.1,0.78,0.18
carabiner.csv,0.07,0.33,0.01,0.08,0.71,0.11,0.33,0.75,0.08,0.03,0.36,0.08,0.06,0.84,0.38,0.25,0.16,0.09,0.88,1.0
continuum-ide.csv,0.0,0.57,0.0,0.12,0.75,0.1,0.35,0.8,0.0,0.5,0.45,0.04,0.0,0.86,0.94,0.44,0.38,0.0,0.0,0.6
emulemorph.csv,0.0,0.14,0.0,0.0,1.0,0.04,0.0,1.0,0.0,0.0,0.12,0.0,1.0,0.0,0.0,0.33,0.4,1.0,0.0,0.0
gtad.csv,1.0,0.42,0.0,0.12,1.0,0.75,0.67,0.5,0.0,0.33,0.54,0.2,0.5,1.0,0.17,0.5,0.4,0.0,0.0,0.0
htmlunit.csv,0.08,0.39,0.0,0.13,1.0,0.07,0.44,0.75,0.08,0.0,1.0,0.5,0.05,0.85,0.5,0.43,0.13,0.0,0.7,0.32
jaxen.csv,0.0,0.38,0.0,0.0,0.0,0.43,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.57,0.0,0.0,0.0,0.0
jsr308-langtools.csv,0.03,0.38,0.01,0.11,0.88,0.13,0.34,0.81,0.06,0.0,0.44,0.08,0.0,1.0,0.35,0.26,0.21,0.11,0.74,0.62
jvcl.csv,0.0,1.0,0.0,1.0,1.0,0.0,0.21,1.0,0.2,0.0,0.22,0.06,0.25,0.57,0.0,0.19,0.03,0.0,0.0,0.16
kaffeine.csv,0.03,0.36,0.01,0.1,1.0,0.07,0.26,0.83,0.11,0.02,0.32,0.07,0.06,0.65,0.31,0.25,0.16,0.08,0.4,0.34
m-m-m.csv,0.05,0.37,0.02,0.08,0.79,0.25,0.48,0.98,0.08,0.11,0.29,0.06,0.02,0.61,0.32,0.38,0.17,0.03,0.33,0.31
motu.csv,0.0,0.43,0.01,0.15,0.67,0.2,0.4,0.88,0.06,0.0,0.48,0.14,0.0,0.82,0.38,1.0,0.12,0.0,0.07,0.33
nh3d.csv,0.0,0.67,1.0,0.0,1.0,0.33,0.8,0.0,0.5,0.12,1.0,0.2,0.5,0.0,0.36,0.33,0.25,0.0,1.0,0.0
sarasvati.csv,0.0,0.36,0.0,0.08,1.0,1.0,1.0,0.0,0.11,0.0,0.46,0.0,0.0,0.0,0.29,0.05,0.33,0.33,0.71,0.0
stemkit.csv,0.0,0.0,0.0,0.12,1.0,0.0,0.11,1.0,0.25,0.0,0.32,0.0,0.0,0.2,0.0,0.0,0.1,1.0,0.65,0.25
taokgame.csv,0.0,1.0,0.0,0.11,1.0,0.06,0.24,0.75,1.0,0.02,0.18,0.05,0.07,0.43,0.14,0.24,0.16,0.1,0.83,0.21
wgs-assembler.csv,0.1,0.97,0.01,0.12,1.0,0.13,0.39,0.92,0.17,0.04,0.45,0.08,0.0,0.6,0.36,0.26,0.16,0.1,0.17,0.14
zabbix.csv,0.03,0.36,0.01,0.11,0.81,0.07,0.28,0.86,0.12,0.02,0.37,0.07,0.05,0.61,0.32,0.2,0.16,0.09,1.0,0.3
