,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,stemkit.csv,zabbix.csv,carabiner.csv
anaxagora.csv,72.0,2.0,57.0,1.0,0.0,2.0,5.0,0.0,2.0,11.0,14.0,21.0,109.0,2.0,1.0,2.0,0.0,77.0,21.0,4.0
blogentis.csv,29.0,6.0,0.0,10.0,0.0,33.0,0.0,0.0,2.0,47.0,6.0,24.0,3.0,3.0,7.0,13.0,4.0,10.0,0.0,8.0
carabiner.csv,16.0,7.0,0.0,4.0,0.0,16.0,0.0,0.0,4.0,31.0,5.0,27.0,2.0,1.0,5.0,12.0,0.0,14.0,0.0,0.0
continuum-ide.csv,72.0,0.0,355.0,0.0,1.0,8.0,2.0,0.0,91.0,1.0,2.0,25.0,109.0,0.0,0.0,0.0,5.0,77.0,161.0,1.0
emulemorph.csv,72.0,5.0,355.0,158.0,0.0,40.0,92.0,0.0,91.0,61.0,6.0,86.0,0.0,49.0,55.0,2.0,0.0,0.0,161.0,72.0
gtad.csv,0.0,2.0,355.0,5.0,0.0,1.0,1.0,1.0,91.0,2.0,0.0,1.0,1.0,0.0,5.0,0.0,2.0,77.0,161.0,72.0
htmlunit.csv,10.0,0.0,355.0,14.0,0.0,22.0,2.0,0.0,3.0,61.0,0.0,3.0,16.0,0.0,0.0,5.0,3.0,77.0,0.0,4.0
jaxen.csv,72.0,1.0,355.0,158.0,59.0,0.0,0.0,60.0,91.0,61.0,0.0,0.0,109.0,0.0,55.0,0.0,128.0,77.0,161.0,72.0
jsr308-langtools.csv,21.0,1.0,0.0,5.0,0.0,11.0,0.0,0.0,10.0,61.0,5.0,17.0,109.0,0.0,10.0,6.0,5.0,13.0,5.0,0.0
jvcl.csv,72.0,0.0,355.0,0.0,0.0,169.0,7.0,0.0,1.0,61.0,23.0,47.0,3.0,5.0,55.0,9.0,21.0,77.0,161.0,8.0
kaffeine.csv,55.0,5.0,0.0,10.0,0.0,20.0,13.0,0.0,2.0,49.0,27.0,59.0,2.0,8.0,8.0,8.0,5.0,10.0,0.0,12.0
m-m-m.csv,31.0,4.0,0.0,8.0,1.0,6.0,4.0,0.0,6.0,8.0,22.0,68.0,23.0,8.0,4.0,3.0,5.0,35.0,0.0,4.0
motu.csv,72.0,0.0,114.0,1.0,1.0,11.0,0.0,0.0,13.0,61.0,1.0,14.0,109.0,1.0,0.0,0.0,12.0,77.0,14.0,0.0
nh3d.csv,72.0,0.0,0.0,158.0,0.0,2.0,0.0,60.0,0.0,7.0,0.0,1.0,0.0,49.0,1.0,2.0,4.0,77.0,0.0,72.0
sarasvati.csv,72.0,6.0,355.0,9.0,0.0,0.0,0.0,60.0,2.0,61.0,2.0,86.0,109.0,49.0,5.0,11.0,5.0,0.0,0.0,72.0
stemkit.csv,72.0,108.0,355.0,1.0,0.0,169.0,8.0,0.0,2.0,61.0,4.0,86.0,109.0,4.0,55.0,58.0,2.0,0.0,0.0,3.0
taokgame.csv,72.0,0.0,355.0,5.0,0.0,12.0,11.0,0.0,0.0,56.0,6.0,30.0,2.0,3.0,3.0,8.0,11.0,9.0,0.0,8.0
wgs-assembler.csv,4.0,0.0,85.0,6.0,0.0,12.0,1.0,0.0,4.0,22.0,3.0,37.0,109.0,7.0,0.0,2.0,14.0,4.0,13.0,5.0
zabbix.csv,40.0,6.0,0.0,9.0,0.0,19.0,12.0,0.0,2.0,57.0,8.0,55.0,3.0,9.0,7.0,12.0,6.0,8.0,0.0,7.0
