,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,stemkit.csv,zabbix.csv,carabiner.csv
anaxagora.csv,0.86,0.8,0.99,0.95,0.5,0.94,0.88,0.88,0.93,0.83,0.96,0.59,0.95,0.67,0.55,0.85,0.95,0.0,0.43,0.88
blogentis.csv,0.53,0.49,0.82,0.35,0.59,0.71,0.75,0.65,0.63,0.48,0.47,0.73,0.57,0.61,0.54,0.48,0.71,0.65,0.97,0.91
carabiner.csv,0.52,0.35,0.51,0.3,0.65,0.45,0.42,0.4,0.37,0.44,0.34,0.42,0.51,0.32,0.3,0.39,0.39,0.46,0.88,0.64
continuum-ide.csv,0.0,0.93,0.63,0.96,0.75,0.9,0.76,0.8,0.92,0.5,0.9,0.85,0.75,0.86,0.56,0.89,0.94,0.0,0.0,0.8
emulemorph.csv,0.0,0.86,0.0,0.67,0.0,0.77,0.67,0.0,0.5,0.5,0.88,0.86,0.8,0.0,0.0,0.67,0.8,0.0,0.0,0.0
gtad.csv,0.5,0.92,0.92,0.88,0.0,0.75,0.67,0.75,0.83,0.67,0.92,0.8,0.5,0.0,0.83,0.83,0.8,0.0,0.0,0.0
htmlunit.csv,0.92,0.55,0.75,0.37,0.92,0.95,0.68,0.58,0.92,0.7,0.59,0.83,0.95,0.4,0.8,0.86,0.9,0.75,0.9,0.74
jaxen.csv,0.0,0.88,0.0,0.5,0.0,0.86,0.0,0.0,0.0,0.0,0.5,0.8,0.0,0.0,0.75,0.86,0.67,0.0,0.0,0.0
jsr308-langtools.csv,0.38,0.29,0.48,0.3,0.52,0.57,0.42,0.38,0.48,0.53,0.44,0.62,0.62,0.37,0.3,0.42,0.51,0.51,0.96,0.62
jvcl.csv,0.0,0.0,0.0,0.93,0.0,0.98,0.71,0.96,0.8,0.56,0.97,0.66,0.75,0.93,0.0,0.94,0.97,0.0,0.0,0.84
kaffeine.csv,0.34,0.32,0.51,0.31,0.4,0.41,0.36,0.55,0.38,0.36,0.36,0.38,0.4,0.39,0.3,0.37,0.37,0.36,0.36,0.41
m-m-m.csv,0.43,0.39,0.65,0.45,0.58,0.88,0.67,0.62,0.44,0.89,0.41,0.41,0.65,0.55,0.32,0.88,0.42,0.47,0.37,0.75
motu.csv,0.67,0.93,0.78,0.52,0.67,0.93,0.87,0.75,0.5,0.67,0.73,0.71,0.67,0.45,0.62,0.77,0.94,0.5,0.93,0.67
nh3d.csv,0.0,0.67,0.75,0.67,0.8,0.67,0.8,0.0,0.75,0.88,0.83,0.8,0.75,0.0,0.82,0.89,0.92,0.75,0.88,0.0
sarasvati.csv,0.5,0.46,0.0,0.92,0.67,0.91,0.5,0.0,0.77,0.95,0.92,0.75,0.0,0.0,0.86,0.9,0.89,0.83,0.94,0.0
stemkit.csv,0.83,0.5,0.5,0.82,0.91,0.95,0.89,0.67,0.88,0.9,0.98,0.86,0.92,0.8,0.75,0.75,0.9,0.83,0.97,0.75
taokgame.csv,0.8,0.5,0.0,0.96,0.75,0.94,0.88,0.75,0.9,0.4,0.91,0.65,0.93,0.86,0.86,0.44,0.84,0.9,0.83,0.63
wgs-assembler.csv,0.9,0.62,0.62,0.32,0.7,0.62,0.55,0.85,0.7,0.65,0.54,0.56,0.74,0.56,0.4,0.48,0.59,0.65,0.94,0.86
zabbix.csv,0.38,0.36,0.48,0.33,0.43,0.45,0.39,0.57,0.43,0.4,0.38,0.41,0.46,0.47,0.36,0.44,0.41,0.37,0.68,0.44
