,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,stemkit.csv,zabbix.csv,carabiner.csv
anaxagora.csv,0.0,0.09,0.02,0.11,0.08,0.14,0.15,0.24,0.16,0.15,0.1,0.12,0.0,0.06,0.36,0.08,0.98,0.0,0.17,0.21
blogentis.csv,0.09,0.43,0.04,0.19,0.66,0.13,1.0,0.54,0.08,0.04,0.45,0.16,0.11,0.62,0.42,0.24,0.29,0.17,0.55,0.18
carabiner.csv,0.14,0.47,0.02,0.15,0.55,0.19,0.43,0.42,0.14,0.06,0.48,0.13,0.11,0.85,0.52,0.39,0.26,0.15,0.19,1.0
continuum-ide.csv,0.0,0.3,0.0,0.15,0.11,0.1,0.29,0.14,0.0,0.67,0.32,0.06,0.0,0.32,0.97,0.36,0.32,0.0,0.0,0.22
emulemorph.csv,0.0,0.04,0.0,0.0,0.04,0.07,0.0,0.04,0.0,0.0,0.02,0.0,0.91,0.0,0.0,0.12,0.15,0.29,0.0,0.0
gtad.csv,1.0,0.2,0.0,0.08,0.04,0.4,0.15,0.07,0.0,0.5,0.14,0.2,0.25,0.06,0.09,0.32,0.15,0.0,0.0,0.0
htmlunit.csv,0.13,0.36,0.0,0.22,0.39,0.11,0.45,0.29,0.09,0.0,0.98,0.55,0.08,0.68,0.37,0.44,0.16,0.0,0.19,0.29
jaxen.csv,0.0,0.13,0.0,0.0,0.0,0.33,0.08,0.0,0.0,0.0,0.04,1.0,0.0,0.06,0.0,0.4,0.0,0.0,0.0,0.0
jsr308-langtools.csv,0.06,0.53,0.02,0.2,0.59,0.21,0.42,0.39,0.09,0.0,0.5,0.14,0.0,1.0,0.48,0.36,0.3,0.19,0.39,0.53
jvcl.csv,0.0,0.05,0.0,0.93,0.04,0.0,0.26,0.64,0.13,0.0,0.13,0.1,0.2,0.36,0.0,0.21,0.04,0.0,0.0,0.19
kaffeine.csv,0.05,0.53,0.02,0.18,0.99,0.13,0.42,0.88,0.2,0.04,0.48,0.12,0.11,0.79,0.48,0.4,0.28,0.15,0.57,0.51
m-m-m.csv,0.09,0.47,0.03,0.13,0.63,0.21,0.44,0.99,0.13,0.2,0.41,0.11,0.03,0.62,0.46,0.29,0.27,0.05,0.44,0.26
motu.csv,0.0,0.23,0.02,0.24,0.08,0.23,0.31,0.24,0.1,0.0,0.4,0.23,0.0,0.69,0.33,1.0,0.11,0.0,0.02,0.08
nh3d.csv,0.0,0.1,1.0,0.0,0.19,0.14,0.28,0.0,0.29,0.22,0.13,0.2,0.4,0.0,0.29,0.27,0.18,0.0,0.22,0.0
sarasvati.csv,0.0,0.44,0.0,0.07,0.12,1.0,0.15,0.0,0.18,0.0,0.12,0.0,0.0,0.0,0.17,0.06,0.2,0.33,0.29,0.0
stemkit.csv,0.0,0.0,0.0,0.16,0.37,0.0,0.06,0.11,0.22,0.0,0.2,0.0,0.0,0.06,0.0,0.0,0.06,1.0,0.42,0.08
taokgame.csv,0.0,0.1,0.0,0.14,0.15,0.07,0.24,0.11,1.0,0.03,0.04,0.1,0.1,0.16,0.08,0.34,0.19,0.12,0.14,0.28
wgs-assembler.csv,0.17,0.97,0.02,0.21,0.34,0.21,0.44,0.38,0.25,0.08,0.46,0.15,0.0,0.55,0.43,0.35,0.23,0.15,0.07,0.07
zabbix.csv,0.07,0.5,0.02,0.19,0.84,0.13,0.44,0.77,0.21,0.03,0.52,0.13,0.1,0.68,0.46,0.32,0.27,0.16,1.0,0.43
