,arcallians.csv,aztec.csv,synergyspace.csv,qmmp.csv,xtreemfs.csv,mplayer-ce.csv
arcallians.csv,0.96,0.42,0.68,0.45,0.79,0.64
aztec.csv,0.56,1.0,0.46,0.26,0.22,0.16
mplayer-ce.csv,0.42,0.37,0.61,0.32,0.36,0.96
qmmp.csv,0.37,0.47,0.42,0.96,0.72,0.07
synergyspace.csv,0.31,0.2,0.97,0.26,0.37,0.51
xtreemfs.csv,0.13,0.45,0.4,0.29,0.99,0.44
