,arcallians.csv,aztec.csv,synergyspace.csv,qmmp.csv,xtreemfs.csv,mplayer-ce.csv
arcallians.csv,0.0,0.25,0.53,0.24,0.26,0.6
aztec.csv,0.2,0.0,0.52,0.13,0.49,0.14
mplayer-ce.csv,0.85,0.88,0.74,0.89,0.69,0.01
qmmp.csv,0.1,0.14,0.32,0.02,0.51,0.08
synergyspace.csv,0.2,0.09,0.0,0.16,0.36,0.46
xtreemfs.csv,0.02,0.57,0.5,0.05,0.02,0.41
