,arcallians.csv,aztec.csv,synergyspace.csv,qmmp.csv,xtreemfs.csv,mplayer-ce.csv
arcallians.csv,1.0,0.11,0.27,0.63,0.94,0.51
aztec.csv,0.74,1.0,0.19,0.64,0.68,0.43
mplayer-ce.csv,0.49,0.06,0.24,0.42,0.74,0.98
qmmp.csv,0.78,0.2,0.24,0.98,0.9,0.38
synergyspace.csv,0.6,0.13,1.0,0.58,0.83,0.47
xtreemfs.csv,0.83,0.06,0.17,0.84,1.0,0.46
