,arcallians.csv,aztec.csv,synergyspace.csv,qmmp.csv,xtreemfs.csv,mplayer-ce.csv
arcallians.csv,0.57,0.75,0.59,0.73,0.4,0.46
aztec.csv,0.81,0.96,0.75,0.77,0.86,0.99
mplayer-ce.csv,0.57,0.48,0.56,0.48,0.57,0.6
qmmp.csv,0.61,0.98,0.48,0.52,0.37,0.98
synergyspace.csv,0.95,0.97,0.96,0.96,0.73,0.59
xtreemfs.csv,0.83,0.41,0.52,0.89,0.34,0.47
