,recall,precision,pf,wins
bulmages.csv,0.14,0.33,0.08,12
codeblocks.csv,0.56,0.53,0.46,9
grisbi.csv,0.89,0.5,0.76,4
libmesh.csv,0.33,0.53,0.44,7
panda3d.csv,0.45,0.46,0.35,10
proftp.csv,0.15,0.44,0.12,14
red5.csv,0.78,0.51,0.7,6
skia.csv,0.53,0.61,0.31,16
soar.csv,1.0,0.5,0.98,0
super-tux.csv,0.81,0.49,0.71,5
t-2.csv,0.54,0.52,0.61,3
tart.csv,0.54,0.51,0.48,8
tcvp.csv,0.0,0.0,0.02,1
tencompetence.csv,0.26,0.5,0.28,11
utgb.csv,0.47,0.53,0.29,15
xbrlapi.csv,0.3,0.49,0.26,13
zemljanka.csv,0.87,0.5,0.78,2
