,f1,g,recall,precision,pf,wins
benojt.csv,0.63,0.045,1.0,0.47,0.99,0
chrysalis.csv,0.54,0.605,0.595,0.555,0.18,9
jahshaka.csv,0.44,0.525,0.53,0.425,0.315,4
jam-daq.csv,0.35,0.29500000000000004,0.255,0.5549999999999999,0.065,2
jatlas.csv,0.485,0.54,0.605,0.45,0.30500000000000005,6
jedit.csv,0.5900000000000001,0.2,0.97,0.45999999999999996,0.95,1
mscore.csv,0.535,0.585,0.675,0.5,0.5549999999999999,5
open-media-library.csv,0.535,0.5549999999999999,0.6000000000000001,0.51,0.345,8
panda3d.csv,0.495,0.56,0.57,0.525,0.32499999999999996,7
wheat.csv,0.435,0.46499999999999997,0.48,0.385,0.33999999999999997,3
