,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,mumble.csv,t-2.csv,geochat.csv
adaptagrams.csv,0.82,0.77,0.61,0.6,0.65,0.61,0.23,0.12
aime.csv,0.64,0.58,0.42,0.0,0.67,0.24,0.13,0.12
badtrinitycore.csv,0.0,0.04,0.47,0.83,0.5,0.78,0.51,0.41
electric-core.csv,0.56,0.64,0.64,0.57,0.44,0.62,0.6,0.56
geochat.csv,0.52,0.0,0.39,0.07,0.25,0.15,0.04,0.54
mumble.csv,0.56,0.0,0.37,0.07,0.78,0.84,0.16,0.53
olsrd.csv,0.71,0.73,0.58,0.68,0.55,0.77,0.65,0.69
t-2.csv,0.5,0.52,0.45,0.55,0.48,0.68,0.7,0.55
