,lamp.csv,sevenupdate.csv,retromenu.csv,intact.csv,jbpm.csv,rohxel.csv,jpaul.csv,encog-cs.csv,stemkit.csv,panda3d.csv,soar.csv,jchassis.csv,gephex.csv,opendvr.csv,mevenide.csv,thedata.csv
encog-cs.csv,0.8,0.83,0.98,0.81,0.94,1.0,0.78,0.02,0.88,0.52,1.0,0.97,0.68,0.42,0.76,0.82
gephex.csv,0.62,0.83,0.64,0.63,0.42,0.64,0.39,0.45,0.86,0.6,0.12,0.47,0.05,0.77,0.4,0.76
intact.csv,0.25,0.33,0.78,0.0,0.24,0.18,0.27,0.24,0.06,0.27,0.92,0.09,0.24,0.06,0.15,0.18
jbpm.csv,0.49,0.17,0.53,0.55,0.0,1.0,0.49,0.59,0.46,0.55,0.76,0.05,0.46,0.64,0.59,0.58
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
jpaul.csv,0.03,0.17,0.16,0.21,0.16,0.36,0.02,0.03,0.0,0.0,0.16,0.09,0.0,0.08,0.3,0.24
lamp.csv,0.02,0.0,0.09,0.11,0.08,0.09,0.05,0.04,0.11,0.25,0.32,0.08,0.05,0.17,0.06,0.06
mevenide.csv,0.17,0.17,0.51,0.45,0.59,0.64,0.66,0.77,0.68,0.73,0.96,0.82,0.46,0.58,0.0,0.71
opendvr.csv,0.36,0.17,0.6,0.3,0.44,0.09,0.34,0.62,0.46,0.49,0.4,0.58,0.34,0.0,0.56,0.42
panda3d.csv,0.03,0.17,0.07,0.12,0.11,0.09,0.0,0.31,0.29,0.02,0.48,0.26,0.2,0.06,0.09,0.08
retromenu.csv,0.32,0.17,0.0,0.08,0.1,0.0,0.1,0.11,0.06,0.14,0.0,0.02,0.12,0.09,0.15,0.18
rohxel.csv,0.75,0.83,0.84,0.7,0.87,0.0,0.68,0.82,0.92,0.82,0.96,0.91,0.88,0.77,0.8,0.81
sevenupdate.csv,0.99,0.0,0.76,0.97,0.92,0.82,1.0,0.95,0.89,0.9,1.0,1.0,0.93,1.0,0.98,0.77
soar.csv,0.6,0.5,0.4,0.55,0.41,0.36,0.46,0.12,0.24,0.37,0.0,0.42,0.27,0.55,0.24,0.6
stemkit.csv,0.05,0.0,0.09,0.0,0.02,0.0,0.0,0.01,0.0,0.06,0.08,0.02,0.02,0.0,0.03,0.02
thedata.csv,0.52,0.5,0.29,0.22,0.34,0.18,0.2,0.25,0.32,0.31,0.28,0.08,0.44,0.4,0.2,0.0
