,lamp.csv,sevenupdate.csv,retromenu.csv,intact.csv,jbpm.csv,rohxel.csv,jpaul.csv,encog-cs.csv,stemkit.csv,panda3d.csv,soar.csv,jchassis.csv,gephex.csv,opendvr.csv,mevenide.csv,thedata.csv
encog-cs.csv,0.41,0.45,0.34,0.39,0.43,0.37,0.56,0.61,0.41,0.72,0.36,0.52,0.43,0.64,0.58,0.43
gephex.csv,0.48,0.46,0.43,0.42,0.52,0.48,0.5,0.67,0.38,0.5,0.8,0.48,0.48,0.54,0.52,0.39
intact.csv,0.94,0.43,0.37,0.72,0.72,0.67,0.65,0.67,0.75,0.82,0.36,0.83,0.81,0.83,0.88,0.83
jbpm.csv,0.78,0.85,0.72,0.57,0.98,0.4,0.79,0.63,0.64,0.75,0.47,0.67,0.69,0.66,0.73,0.61
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.75,0.0
jpaul.csv,0.8,0.86,0.62,0.84,0.87,0.57,0.61,0.89,0.0,0.0,0.9,0.83,0.0,0.83,0.63,0.87
lamp.csv,0.93,0.75,0.89,0.92,0.97,0.8,0.8,0.91,0.91,0.51,0.45,0.8,0.94,0.64,0.92,0.8
mevenide.csv,0.96,0.78,0.5,0.51,0.58,0.52,0.56,0.47,0.44,0.46,0.38,0.59,0.56,0.61,0.83,0.45
opendvr.csv,0.77,0.78,0.48,0.82,0.72,0.75,0.75,0.48,0.67,0.58,0.64,0.72,0.61,0.85,0.72,0.57
panda3d.csv,0.8,0.75,0.8,0.92,0.98,0.5,0.0,0.98,0.91,0.78,0.68,0.94,0.95,0.67,0.91,0.8
retromenu.csv,0.52,0.53,0.55,0.91,0.98,0.67,0.6,0.87,0.75,0.72,0.0,0.0,0.94,0.75,0.62,0.67
rohxel.csv,0.44,0.46,0.36,0.44,0.45,0.44,0.47,0.4,0.39,0.5,0.37,0.53,0.37,0.46,0.52,0.38
sevenupdate.csv,0.4,0.47,0.38,0.34,0.44,0.46,0.47,0.37,0.37,0.48,0.36,0.5,0.36,0.44,0.46,0.38
soar.csv,0.55,0.6,0.54,0.57,0.81,0.61,0.75,0.96,0.89,0.82,0.53,0.77,0.7,0.58,0.74,0.5
stemkit.csv,0.88,0.75,0.9,0.0,0.89,0.83,0.0,0.0,0.83,0.86,0.8,0.0,0.8,0.0,0.75,0.0
thedata.csv,0.44,0.55,0.5,0.85,0.73,0.8,0.91,0.69,0.62,0.42,0.77,0.8,0.46,0.46,0.84,0.75
