,lamp.csv,sevenupdate.csv,retromenu.csv,intact.csv,jbpm.csv,rohxel.csv,jpaul.csv,encog-cs.csv,stemkit.csv,panda3d.csv,soar.csv,jchassis.csv,gephex.csv,opendvr.csv,mevenide.csv,thedata.csv
encog-cs.csv,0.44,0.42,0.09,0.5,0.24,0.0,0.41,0.97,0.38,0.46,0.0,0.13,0.59,0.3,0.49,0.46
gephex.csv,0.6,0.4,0.59,0.53,0.62,0.44,0.59,0.51,0.45,0.65,0.07,0.0,0.97,0.51,0.47,0.61
intact.csv,0.33,0.43,0.56,0.98,0.35,0.37,0.39,0.49,0.0,0.22,0.25,0.0,0.28,0.17,0.17,0.29
jbpm.csv,0.32,0.57,0.27,0.51,0.93,0.0,0.48,0.41,0.51,0.44,0.53,0.0,0.47,0.61,0.46,0.48
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.12,0.0
jpaul.csv,0.09,0.14,0.48,0.16,0.54,0.51,1.0,0.1,0.0,0.0,0.22,0.0,0.0,0.11,0.55,0.0
lamp.csv,0.88,0.1,0.28,0.16,0.2,0.12,0.21,0.11,0.55,0.37,0.43,0.0,0.25,0.27,0.33,0.29
mevenide.csv,0.25,0.4,0.51,0.59,0.55,0.54,0.48,0.48,0.63,0.54,0.17,0.52,0.54,0.61,1.0,0.57
opendvr.csv,0.52,0.5,0.61,0.44,0.54,0.32,0.6,0.52,0.51,0.45,0.58,0.78,0.45,0.93,0.57,0.51
panda3d.csv,0.09,0.07,0.12,0.12,0.23,0.04,0.07,0.17,0.37,1.0,0.35,0.0,0.18,0.0,0.12,0.0
retromenu.csv,0.24,0.38,0.96,0.2,0.2,0.1,0.4,0.3,0.0,0.25,0.0,0.0,0.18,0.17,0.43,0.29
rohxel.csv,0.58,0.5,0.49,0.54,0.36,1.0,0.7,0.46,0.27,0.48,0.17,0.33,0.38,0.49,0.5,0.47
sevenupdate.csv,0.05,1.0,0.57,0.13,0.29,0.45,0.0,0.21,0.38,0.33,0.0,0.0,0.27,0.0,0.09,0.4
soar.csv,0.37,0.37,0.5,0.38,0.22,0.51,0.32,0.25,0.37,0.35,0.98,0.87,0.41,0.65,0.25,0.64
stemkit.csv,0.17,0.1,0.34,0.0,0.02,0.18,0.0,0.0,1.0,0.02,0.12,0.0,0.07,0.0,0.04,0.0
thedata.csv,0.55,0.37,0.55,0.41,0.37,0.25,0.21,0.46,0.53,0.49,0.22,0.0,0.52,0.26,0.28,1.0
