,lamp.csv,sevenupdate.csv,retromenu.csv,intact.csv,jbpm.csv,rohxel.csv,jpaul.csv,encog-cs.csv,stemkit.csv,panda3d.csv,soar.csv,jchassis.csv,gephex.csv,opendvr.csv,mevenide.csv,thedata.csv
encog-cs.csv,0.64,0.67,0.95,0.83,0.94,0.97,0.53,0.97,0.83,0.46,1.0,1.0,0.75,0.27,0.66,0.75
gephex.csv,0.71,0.61,0.71,0.6,0.63,0.46,0.59,0.5,1.0,0.77,0.06,0.0,0.97,0.73,0.45,1.0
intact.csv,0.29,0.39,0.9,0.97,0.31,0.33,0.35,0.45,0.0,0.19,0.52,0.0,0.24,0.14,0.14,0.25
jbpm.csv,0.29,0.53,0.24,0.53,0.92,0.79,0.47,0.41,0.5,0.44,0.77,0.0,0.45,0.73,0.48,0.5
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0
jpaul.csv,0.07,0.12,0.43,0.13,0.5,0.49,1.0,0.08,0.0,0.0,0.19,0.0,0.0,0.09,0.52,0.0
lamp.csv,0.86,0.08,0.24,0.13,0.17,0.1,0.18,0.09,0.5,0.33,0.39,0.0,0.21,0.23,0.28,0.25
mevenide.csv,0.21,0.35,0.52,0.6,0.6,0.62,0.53,0.67,0.83,0.71,0.9,1.0,0.54,0.68,1.0,0.75
opendvr.csv,0.5,0.45,0.71,0.4,0.54,0.28,0.59,0.58,0.5,0.44,0.58,1.0,0.42,0.91,0.62,0.5
panda3d.csv,0.07,0.06,0.1,0.1,0.19,0.03,0.06,0.14,0.33,1.0,0.32,0.0,0.15,0.0,0.1,0.0
retromenu.csv,0.21,0.33,0.95,0.17,0.17,0.08,0.35,0.26,0.0,0.21,0.0,0.0,0.15,0.14,0.38,0.25
rohxel.csv,0.86,0.96,1.0,0.67,0.65,1.0,1.0,0.74,0.67,0.83,0.9,1.0,0.83,0.68,0.79,0.75
sevenupdate.csv,1.0,1.0,0.86,0.97,0.87,0.72,0.82,0.94,1.0,0.79,1.0,1.0,0.93,1.0,1.0,0.5
soar.csv,0.36,0.35,0.48,0.37,0.19,0.49,0.29,0.21,0.33,0.31,0.97,1.0,0.37,0.73,0.21,0.75
stemkit.csv,0.14,0.08,0.29,0.0,0.02,0.15,0.0,0.0,1.0,0.02,0.1,0.0,0.06,0.0,0.03,0.0
thedata.csv,0.57,0.35,0.52,0.37,0.33,0.21,0.18,0.42,0.5,0.46,0.19,0.0,0.51,0.23,0.24,1.0
