,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,xapian.csv,les-indemodables.csv
alsa.csv,0.78,0.55,0.66,0.68,0.54,0.67,0.56,0.57,0.53,0.74,0.63,0.04,0.59,0.57,0.59,0.54
arcallians.csv,0.69,0.67,0.59,0.42,0.0,0.55,0.61,0.52,0.62,0.65,0.7,0.77,0.66,0.68,0.63,0.65
arianne.csv,0.04,0.74,0.94,0.76,0.55,0.69,0.62,0.82,0.7,0.72,0.71,0.69,0.75,0.66,0.86,0.71
aztec.csv,0.84,0.98,0.9,0.9,0.93,0.08,0.63,1.0,0.84,0.86,1.0,0.99,0.88,0.91,0.96,1.0
bl-toolkit.csv,0.58,0.52,0.04,0.43,0.51,0.62,0.66,0.89,0.7,0.56,0.93,0.95,0.65,0.61,0.68,0.51
clamav.csv,0.69,0.53,0.62,0.63,0.47,0.67,0.44,0.59,0.59,0.0,0.61,0.65,0.71,0.63,0.56,0.56
gnupdate.csv,0.95,0.67,0.9,0.76,0.69,0.93,0.5,0.83,0.71,0.8,0.05,0.72,0.67,0.74,0.9,0.77
les-indemodables.csv,0.87,0.63,0.69,0.49,0.89,0.92,0.63,0.85,0.52,0.87,0.66,0.86,0.8,0.74,0.74,0.0
mbse.csv,0.86,0.62,0.82,0.86,0.76,0.78,0.53,0.08,0.55,0.78,0.86,0.73,0.7,0.66,0.85,0.84
ns-3-dev-def-routing.csv,0.95,0.65,0.66,0.64,0.52,0.85,0.81,0.82,0.91,0.64,0.69,0.86,0.83,0.04,0.7,0.47
openxava.csv,0.81,0.61,0.86,0.97,0.64,0.85,0.12,0.72,0.58,0.67,0.61,0.81,0.72,0.66,0.65,0.76
phonon-vlc-mplayer.csv,0.64,0.57,0.79,0.01,0.54,0.84,0.72,0.99,0.77,0.75,0.94,0.65,0.71,0.58,0.66,0.73
qgis.csv,0.65,0.02,0.68,0.52,0.54,0.88,0.76,0.52,0.57,0.58,0.74,0.65,0.7,0.68,0.52,0.52
vars-redux.csv,0.75,0.72,0.8,0.8,0.82,1.0,0.44,0.63,0.08,0.9,0.68,0.65,0.72,0.8,0.92,0.84
xapian.csv,0.69,0.63,0.8,0.4,0.69,0.91,0.99,0.94,0.68,0.68,0.76,0.64,0.66,0.69,0.08,0.66
yafdotnet.csv,0.71,0.65,0.51,0.7,0.72,0.62,0.47,0.46,0.63,0.67,0.61,0.71,0.06,0.61,0.77,0.67
