,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv
bochs.csv,0.8,0.74,0.77,0.57,0.05,0.65,0.68
encog-java.csv,0.07,0.85,0.75,0.91,0.88,0.63,0.84
galaxium.csv,0.65,0.64,0.72,0.57,0.96,0.68,0.06
h2database.csv,0.5,0.13,0.92,0.87,0.97,0.87,0.8
haphazard.csv,0.85,0.91,0.78,0.92,0.84,0.08,0.97
jaql.csv,0.48,0.54,0.69,0.03,0.75,0.77,0.72
raven-monitoring.csv,0.61,0.87,0.06,0.69,0.86,0.45,0.88
