,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv
bochs.csv,60.0,19.0,0.0,3.0,0.0,0.0,7.0
encog-java.csv,0.0,10.0,0.0,4.0,0.0,0.0,7.0
galaxium.csv,8.0,11.0,1.0,3.0,1.0,2.0,0.0
h2database.csv,6.0,0.0,0.0,0.0,0.0,2.0,2.0
haphazard.csv,4.0,0.0,0.0,4.0,0.0,0.0,7.0
jaql.csv,5.0,1.0,0.0,0.0,0.0,3.0,33.0
raven-monitoring.csv,35.0,29.0,0.0,1.0,0.0,0.0,5.0
