,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv
bochs.csv,0.53,0.57,0.55,0.64,0.96,0.54,0.53
encog-java.csv,0.94,0.18,0.58,0.12,0.41,0.59,0.42
galaxium.csv,0.43,0.43,0.35,0.57,0.06,0.42,0.95
h2database.csv,0.66,0.89,0.11,0.16,0.04,0.18,0.24
haphazard.csv,0.19,0.11,0.27,0.11,0.19,0.93,0.04
jaql.csv,0.75,0.66,0.46,0.98,0.55,0.4,0.58
raven-monitoring.csv,0.56,0.26,0.95,0.42,0.44,0.69,0.23
