,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv
bochs.csv,0.22,0.22,0.52,0.56,0.96,0.32,0.39
encog-java.csv,0.96,0.19,0.55,0.17,0.37,0.34,0.29
galaxium.csv,0.26,0.3,0.39,0.53,0.08,0.3,0.97
h2database.csv,0.3,0.93,0.14,0.21,0.07,0.16,0.29
haphazard.csv,0.14,0.12,0.34,0.13,0.25,0.96,0.05
jaql.csv,0.32,0.29,0.43,0.98,0.51,0.24,0.42
raven-monitoring.csv,0.24,0.11,0.97,0.41,0.42,0.46,0.19
