,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv
bochs.csv,0.79,0.67,0.71,0.47,0.02,0.46,0.51
encog-java.csv,0.0,0.07,0.71,0.04,0.69,0.5,0.61
galaxium.csv,0.2,0.17,0.21,0.35,0.03,0.29,0.0
h2database.csv,0.36,0.0,0.08,0.05,0.0,0.19,0.07
haphazard.csv,0.14,0.06,0.08,0.12,0.07,0.0,0.08
jaql.csv,0.45,0.45,0.38,0.0,0.67,0.46,0.64
raven-monitoring.csv,0.41,0.39,0.0,0.31,0.73,0.33,0.36
