,toped.csv,irrlicht.csv,qse.csv,truevision.csv,qedo.csv,genoviz.csv
genoviz.csv,0.0,0.5,0.0,0.0,0.0,0.8
irrlicht.csv,0.36,0.5,0.43,0.37,0.43,0.38
qedo.csv,0.75,0.97,0.0,0.67,0.95,0.5
qse.csv,0.32,0.51,0.52,0.43,0.47,0.35
toped.csv,0.33,0.53,0.49,0.52,0.46,0.83
truevision.csv,0.39,0.54,0.45,0.61,0.48,0.39
