,toped.csv,irrlicht.csv,qse.csv,truevision.csv,qedo.csv,genoviz.csv
genoviz.csv,0.0,0.02,0.0,0.0,0.0,1.0
irrlicht.csv,0.85,0.99,0.59,0.55,0.17,0.12
qedo.csv,0.11,0.27,0.0,0.0,0.98,0.0
qse.csv,0.88,0.61,0.97,0.56,0.0,0.22
toped.csv,1.0,0.79,0.63,0.4,0.11,0.36
truevision.csv,0.7,0.65,0.6,0.97,0.16,0.23
