,toped.csv,irrlicht.csv,qse.csv,truevision.csv,qedo.csv,genoviz.csv
genoviz.csv,0.0,0.0,0.0,0.0,0.0,0.0
irrlicht.csv,1.0,0.04,1.0,0.79,0.39,0.6
qedo.csv,0.11,0.1,0.0,0.04,0.0,0.04
qse.csv,0.44,0.49,0.0,0.3,0.44,0.6
toped.csv,0.0,0.82,0.74,0.44,0.59,0.09
truevision.csv,0.78,0.47,0.4,0.0,0.87,0.73
