,toped.csv,irrlicht.csv,qse.csv,truevision.csv,qedo.csv,genoviz.csv
genoviz.csv,59.0,0.0,81.0,108.0,260.0,0.0
irrlicht.csv,0.0,0.0,7.0,15.0,6.0,20.0
qedo.csv,0.0,0.0,81.0,108.0,0.0,49.0
qse.csv,0.0,0.0,0.0,0.0,260.0,17.0
toped.csv,0.0,0.0,17.0,0.0,26.0,2.0
truevision.csv,0.0,0.0,3.0,0.0,0.0,17.0
