,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,stemkit.csv,zabbix.csv,carabiner.csv
anaxagora.csv,0.5,0.55,0.22,0.49,0.57,0.77,0.58,0.37,0.56,0.68,0.63,0.6,0.64,0.45,0.6,0.56,0.72,0.48,0.46,0.7
blogentis.csv,0.48,0.46,0.47,0.15,0.0,0.47,0.68,0.3,0.0,0.74,0.6,0.42,0.31,0.54,0.34,0.34,0.55,0.56,0.31,0.27
carabiner.csv,0.13,0.58,0.17,0.23,0.0,0.47,0.55,0.74,0.24,0.82,0.38,0.35,0.35,0.46,0.13,0.68,0.64,0.24,0.05,0.78
continuum-ide.csv,0.0,0.47,0.58,0.22,0.22,0.31,0.29,0.23,0.0,0.98,0.5,0.24,0.2,0.23,0.86,0.35,0.22,0.37,0.37,0.06
emulemorph.csv,0.0,0.25,0.29,0.54,0.07,0.0,0.49,0.0,0.12,0.0,0.02,0.0,0.68,0.27,0.15,0.0,0.0,0.37,0.0,0.0
gtad.csv,0.95,0.65,0.28,0.36,0.17,0.5,0.6,0.12,0.12,0.91,0.43,0.45,0.53,0.42,0.39,0.74,0.23,0.37,0.22,0.27
htmlunit.csv,0.84,0.49,0.28,0.72,0.44,0.57,0.51,0.28,0.43,0.8,0.66,0.63,0.65,0.62,0.55,0.66,0.45,0.52,0.34,0.51
jaxen.csv,0.47,0.43,0.3,0.69,0.0,0.52,0.51,0.46,0.83,0.0,0.61,0.98,0.45,0.51,0.41,0.56,0.44,0.48,0.53,0.45
jsr308-langtools.csv,0.7,0.51,0.0,0.0,0.67,0.35,0.0,0.0,0.54,0.0,0.0,0.27,0.0,0.92,0.36,0.09,0.37,0.13,0.46,0.0
jvcl.csv,0.5,0.25,0.56,0.54,0.26,0.0,0.65,0.07,0.68,0.0,0.29,0.61,0.66,0.2,0.49,0.27,0.22,0.0,0.53,0.48
kaffeine.csv,0.17,0.12,0.28,0.05,0.87,0.68,0.65,0.53,0.12,0.83,0.67,0.67,0.34,0.0,0.42,0.69,0.7,0.56,0.0,0.39
m-m-m.csv,0.84,0.49,0.66,0.39,0.53,0.57,0.31,0.85,0.5,0.3,0.34,0.05,0.2,0.45,0.5,0.33,0.51,0.34,0.17,0.09
motu.csv,0.91,0.61,0.67,0.52,0.36,0.43,0.17,0.35,0.12,0.0,0.3,0.52,0.51,0.73,0.21,0.65,0.41,0.0,0.69,0.58
nh3d.csv,0.0,0.56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0
sarasvati.csv,0.53,0.32,0.5,0.22,0.15,0.8,0.24,0.24,0.12,0.9,0.37,0.67,0.2,0.52,0.55,0.55,0.51,0.2,0.36,0.45
stemkit.csv,0.0,0.37,0.0,0.61,0.5,0.0,0.37,0.47,0.6,0.0,0.38,0.0,0.75,0.52,0.28,0.27,0.28,0.68,0.41,0.21
taokgame.csv,0.54,0.04,0.0,0.35,0.1,0.11,0.2,0.07,0.98,0.0,0.1,0.24,0.53,0.27,0.21,0.0,0.36,0.2,0.5,0.17
wgs-assembler.csv,0.89,0.57,0.51,0.45,0.53,0.62,0.63,0.1,0.63,0.47,0.56,0.67,0.71,0.8,0.58,0.69,0.54,0.64,0.37,0.75
zabbix.csv,0.73,0.55,0.0,0.7,0.57,0.64,0.41,0.38,0.33,0.0,0.36,0.44,0.52,0.69,0.15,0.57,0.46,0.53,0.5,0.24
