,fritzing.csv,aubit4gl.csv,firebreath.csv,patterntesting.csv,mpgravity.csv,httpcontentparser.csv,bibedt.csv,roller.csv,cascading.csv,xfce.csv
aubit4gl.csv,0.81,0.49,0.69,0.56,0.56,0.65,0.52,0.64,0.61,0.73
bibedt.csv,0.5,0.95,0.68,0.86,0.0,0.59,0.9,0.54,0.64,0.48
cascading.csv,0.67,0.39,0.59,0.67,0.0,0.77,0.36,0.43,0.44,0.49
firebreath.csv,0.43,0.36,0.64,0.63,0.55,0.58,0.54,0.44,0.56,0.47
fritzing.csv,0.55,0.53,0.58,0.49,0.89,0.52,0.86,0.39,0.54,0.49
httpcontentparser.csv,0.85,0.42,0.8,0.0,0.75,0.94,0.69,0.5,0.9,0.95
mpgravity.csv,0.48,0.37,0.52,0.67,0.75,0.53,0.5,0.45,0.57,0.51
patterntesting.csv,0.49,0.54,0.56,0.55,0.0,0.49,0.58,0.4,0.45,0.41
roller.csv,0.48,0.63,0.57,0.52,0.88,0.59,0.75,0.45,0.49,0.45
xfce.csv,0.48,0.41,0.53,0.47,0.39,0.48,0.45,0.44,0.46,0.47
