,fritzing.csv,aubit4gl.csv,firebreath.csv,patterntesting.csv,mpgravity.csv,httpcontentparser.csv,bibedt.csv,roller.csv,cascading.csv,xfce.csv
aubit4gl.csv,0.38,0.94,0.4,0.57,0.42,0.3,0.4,0.32,0.46,0.48
bibedt.csv,0.57,0.15,0.37,0.2,0.08,0.75,1.0,0.59,0.28,0.59
cascading.csv,0.04,0.59,0.35,0.4,0.0,0.4,0.6,0.48,1.0,0.35
firebreath.csv,0.9,0.91,0.9,0.7,0.42,0.6,0.6,0.77,0.68,0.92
fritzing.csv,0.96,0.59,0.48,0.67,0.25,0.6,0.2,0.83,0.4,0.54
httpcontentparser.csv,0.32,0.69,0.05,0.0,0.08,0.9,0.2,0.03,0.05,0.35
mpgravity.csv,0.69,0.59,0.55,0.4,1.0,0.7,0.7,0.63,0.31,0.71
patterntesting.csv,0.69,0.35,0.52,1.0,0.08,0.8,0.9,0.79,0.56,0.65
roller.csv,0.71,0.31,0.58,0.47,0.33,0.5,0.7,0.99,0.46,0.94
xfce.csv,0.79,0.69,0.67,0.67,0.75,0.8,0.8,0.61,0.65,0.97
