,fritzing.csv,aubit4gl.csv,firebreath.csv,patterntesting.csv,mpgravity.csv,httpcontentparser.csv,bibedt.csv,roller.csv,cascading.csv,xfce.csv
aubit4gl.csv,0.43,0.93,0.39,0.33,0.2,0.05,0.19,0.43,0.78,0.67
bibedt.csv,0.66,0.36,0.59,0.86,1.0,0.15,1.0,0.7,0.85,0.76
cascading.csv,1.0,0.59,0.54,0.67,0.0,0.27,0.24,0.64,1.0,0.8
firebreath.csv,0.51,0.51,0.96,0.4,0.17,0.13,0.21,0.66,0.82,0.69
fritzing.csv,1.0,0.68,0.4,0.47,0.33,0.08,0.29,0.63,0.82,0.73
httpcontentparser.csv,0.49,0.56,0.6,0.0,0.05,1.0,0.15,1.0,0.6,0.55
mpgravity.csv,0.54,0.49,0.52,0.67,1.0,0.19,0.27,0.78,0.82,0.74
patterntesting.csv,0.52,0.49,0.51,0.97,1.0,0.17,0.35,0.76,0.89,0.84
roller.csv,0.55,0.4,0.54,0.61,0.5,0.09,0.44,1.0,0.77,0.71
xfce.csv,0.61,0.52,0.47,0.36,0.2,0.11,0.28,0.58,0.78,0.98
