,fritzing.csv,aubit4gl.csv,firebreath.csv,patterntesting.csv,mpgravity.csv,httpcontentparser.csv,bibedt.csv,roller.csv,cascading.csv,xfce.csv
aubit4gl.csv,0.47,0.08,0.39,0.74,0.49,0.62,0.41,0.63,0.45,0.52
bibedt.csv,0.27,0.29,0.16,0.02,0.0,0.52,0.0,0.37,0.18,0.43
cascading.csv,0.0,0.46,0.19,0.13,0.0,0.13,0.46,0.39,0.0,0.19
firebreath.csv,0.81,1.0,0.02,0.66,0.59,0.47,0.54,0.59,0.52,0.94
fritzing.csv,0.0,0.31,0.45,0.49,0.15,0.83,0.12,0.73,0.3,0.44
httpcontentparser.csv,0.31,0.6,0.02,0.0,0.46,0.0,0.27,0.0,0.12,0.64
mpgravity.csv,0.55,0.69,0.32,0.13,0.0,0.35,0.46,0.25,0.24,0.57
patterntesting.csv,0.61,0.42,0.31,0.02,0.0,0.47,0.41,0.37,0.24,0.29
roller.csv,0.53,0.54,0.31,0.19,0.1,0.61,0.22,0.0,0.48,0.88
xfce.csv,0.48,0.71,0.48,0.74,0.9,0.78,0.51,0.65,0.64,0.04
