,fritzing.csv,aubit4gl.csv,firebreath.csv,patterntesting.csv,mpgravity.csv,httpcontentparser.csv,bibedt.csv,roller.csv,cascading.csv,xfce.csv
aubit4gl.csv,0.78,0.1,0.71,0.86,0.76,0.93,0.73,0.93,0.7,0.74
bibedt.csv,0.51,0.9,0.65,0.8,0.92,0.58,0.0,0.56,0.74,0.59
cascading.csv,0.96,0.61,0.68,0.61,1.0,0.61,0.61,0.65,0.0,0.68
firebreath.csv,0.81,1.0,0.1,0.72,0.83,0.62,0.67,0.63,0.61,0.94
fritzing.csv,0.04,0.51,0.68,0.59,0.76,0.92,0.81,0.75,0.67,0.64
httpcontentparser.csv,0.75,0.68,0.95,1.0,1.03,0.1,0.84,0.97,0.96,0.91
mpgravity.csv,0.63,0.8,0.55,0.61,0.0,0.46,0.55,0.45,0.73,0.64
patterntesting.csv,0.68,0.77,0.58,0.02,0.92,0.51,0.43,0.43,0.51,0.45
roller.csv,0.61,0.87,0.52,0.57,0.67,0.79,0.37,0.01,0.72,0.88
xfce.csv,0.52,0.78,0.58,0.82,0.94,0.81,0.55,0.75,0.73,0.05
