,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,megameknet.csv,hannosset.csv,v8.csv,ngl.csv,qmmp.csv,qedo.csv
encog-java.csv,0.94,0.32,0.52,0.09,0.39,0.63,0.33,0.4,0.51,0.11
h2database.csv,0.72,0.91,0.17,0.23,0.24,0.69,0.19,0.12,0.04,0.11
hannosset.csv,0.0,0.02,0.0,0.02,0.01,1.0,0.0,0.0,0.0,0.06
jaql.csv,0.71,0.66,0.33,0.99,0.53,0.2,0.4,0.46,0.13,0.11
megameknet.csv,0.67,0.51,0.42,0.55,0.89,0.19,0.55,0.52,0.32,0.48
ngl.csv,0.77,0.62,0.38,0.54,0.71,0.53,0.52,1.0,0.44,0.41
qedo.csv,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.13,1.0
qmmp.csv,0.72,0.68,0.54,0.63,0.7,0.65,0.58,0.62,0.96,0.52
raven-monitoring.csv,0.39,0.28,0.98,0.45,0.27,0.5,0.52,0.48,0.3,0.27
v8.csv,0.57,0.59,0.52,0.61,0.61,0.13,0.98,0.0,0.13,0.31
