,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv,nabu-library.csv
autoopencas.csv,0.37,0.54,0.1,0.28,0.71
nabu-library.csv,0.02,0.21,0.38,0.27,0.23
pcgen.csv,0.3,0.1,0.6,0.66,0.94
selenium.csv,0.3,0.2,0.57,0.36,0.81
tolven.csv,0.06,0.17,0.0,0.14,0.0
