,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,quantlib.csv
chipster.csv,0.34,0.61,0.69,0.04,0.61,0.97,0.0,0.42,0.33,0.79,0.31,0.44,0.51,0.16,0.5,0.12
fontforge.csv,0.68,0.74,0.55,0.24,0.68,0.44,1.0,0.96,0.56,0.87,0.39,0.33,0.44,0.32,0.67,0.38
glas.csv,0.2,0.42,0.17,0.16,0.37,0.36,0.0,0.67,0.28,0.46,0.31,0.39,0.38,0.95,0.33,0.29
hannosset.csv,0.29,0.0,0.14,0.0,0.36,0.03,0.0,0.0,0.0,0.0,0.05,0.0,0.04,0.0,1.0,0.04
hatari.csv,0.51,0.65,1.0,0.76,0.71,0.65,1.0,0.62,0.67,0.62,0.59,0.44,0.47,0.24,0.67,0.33
jaolt.csv,0.34,0.87,0.48,0.64,0.93,0.73,0.0,0.42,0.67,0.49,0.66,0.44,1.0,0.46,0.33,0.54
ltp.csv,0.05,0.29,0.14,0.28,0.99,0.02,0.0,0.08,0.06,0.03,0.04,0.17,0.11,0.03,0.0,0.04
mia.csv,0.05,0.65,0.24,0.04,0.0,0.45,0.0,0.25,0.28,0.56,0.88,0.89,0.38,0.0,0.0,0.12
net-snmp.csv,0.98,0.45,0.28,0.28,0.43,0.44,1.0,0.54,0.44,0.33,0.54,0.44,0.36,0.19,0.17,0.38
opde.csv,0.68,0.65,0.48,1.0,0.86,0.52,0.0,0.71,0.5,0.72,0.63,0.22,0.47,0.14,0.67,0.17
oppna-program-hsatools.csv,0.95,0.97,1.0,1.0,1.0,0.88,1.0,1.0,0.94,1.0,0.99,1.0,0.99,0.89,0.5,1.0
powerfolder-.csv,0.05,0.97,0.0,0.12,0.07,0.12,1.0,0.12,0.22,0.36,0.15,0.28,0.27,0.0,0.0,0.08
qlc.csv,0.24,0.32,0.21,0.0,0.01,0.08,0.0,0.25,1.0,0.72,0.08,0.22,0.04,0.11,0.17,0.29
quantlib.csv,0.05,0.42,0.31,0.2,0.24,0.58,0.0,0.08,0.11,0.0,0.8,0.39,0.55,0.43,0.0,0.96
tcl.csv,0.29,0.13,0.31,0.12,0.16,0.18,0.0,0.33,0.17,0.95,0.24,0.22,0.04,0.38,0.0,0.17
