,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,quantlib.csv
chipster.csv,1.0,0.0,0.0,1.0,2.0,0.0,52.0,0.0,15.0,0.0,0.0,16.0,0.0,2.0,12.0,7.0
fontforge.csv,1.0,0.0,1.0,1.0,2.0,5.0,23.0,0.0,2.0,0.0,1.0,4.0,0.0,2.0,9.0,10.0
glas.csv,0.0,0.0,0.0,1.0,1.0,3.0,52.0,4.0,5.0,2.0,0.0,38.0,0.0,0.0,1.0,3.0
hannosset.csv,1.0,104.0,0.0,69.0,0.0,2.0,52.0,54.0,132.0,78.0,0.0,195.0,0.0,91.0,0.0,0.0
hatari.csv,0.0,0.0,0.0,2.0,0.0,0.0,13.0,8.0,8.0,0.0,0.0,13.0,0.0,8.0,4.0,5.0
jaolt.csv,1.0,4.0,0.0,0.0,2.0,7.0,52.0,6.0,17.0,0.0,0.0,16.0,0.0,7.0,5.0,3.0
ltp.csv,1.0,0.0,1.0,0.0,0.0,1.0,52.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,74.0,2.0
mia.csv,1.0,1.0,0.0,2.0,471.0,14.0,52.0,1.0,3.0,0.0,2.0,0.0,1.0,91.0,74.0,10.0
net-snmp.csv,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,4.0,0.0,0.0,13.0,0.0,4.0,4.0,2.0
opde.csv,1.0,1.0,0.0,0.0,1.0,12.0,52.0,1.0,5.0,0.0,4.0,19.0,0.0,11.0,7.0,18.0
oppna-program-hsatools.csv,0.0,0.0,0.0,0.0,2.0,5.0,52.0,1.0,24.0,0.0,0.0,8.0,0.0,3.0,20.0,3.0
powerfolder-.csv,0.0,0.0,64.0,1.0,12.0,7.0,0.0,0.0,6.0,1.0,2.0,3.0,0.0,91.0,74.0,3.0
qlc.csv,7.0,1.0,1.0,69.0,1.0,6.0,52.0,4.0,0.0,0.0,0.0,24.0,0.0,0.0,11.0,1.0
quantlib.csv,0.0,1.0,1.0,4.0,2.0,14.0,52.0,1.0,1.0,78.0,2.0,7.0,1.0,2.0,74.0,0.0
tcl.csv,1.0,11.0,0.0,0.0,2.0,10.0,52.0,1.0,25.0,0.0,2.0,5.0,0.0,6.0,74.0,5.0
