,dsworkbench.csv,adonthell.csv,freelords.csv,jpaul.csv,scenemonitor.csv,avisynth2.csv,gephex.csv,ngl.csv,jas.csv,coot.csv,synecdoche.csv
adonthell.csv,1.0,1.0,0.0,8.0,9.0,34.0,0.0,0.0,15.0,5.0,3.0
avisynth2.csv,0.0,107.0,0.0,0.0,0.0,0.0,1.0,2.0,124.0,76.0,71.0
coot.csv,65.0,0.0,1.0,1.0,0.0,64.0,0.0,7.0,10.0,0.0,3.0
dsworkbench.csv,0.0,0.0,1.0,0.0,0.0,64.0,0.0,1.0,3.0,0.0,3.0
freelords.csv,2.0,1.0,0.0,4.0,0.0,30.0,0.0,0.0,7.0,1.0,3.0
gephex.csv,3.0,1.0,0.0,1.0,0.0,64.0,2.0,0.0,30.0,1.0,3.0
jas.csv,1.0,0.0,0.0,1.0,7.0,7.0,0.0,1.0,0.0,0.0,5.0
jpaul.csv,1.0,107.0,0.0,1.0,1.0,10.0,111.0,0.0,1.0,76.0,71.0
ngl.csv,2.0,0.0,1.0,4.0,6.0,9.0,0.0,0.0,30.0,2.0,3.0
scenemonitor.csv,1.0,0.0,0.0,1.0,1.0,64.0,0.0,0.0,17.0,4.0,4.0
synecdoche.csv,0.0,2.0,0.0,11.0,8.0,64.0,0.0,0.0,23.0,3.0,0.0
