,wow-qrsk.csv,m-a-d-n-e-s-s.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,illumination.csv,quickfast.csv
illumination.csv,0.0,0.31,0.0,0.51,0.39,0.67,0.67
kftpgrabber.csv,0.31,0.28,0.16,0.74,0.44,0.2,0.42
kindb.csv,0.46,0.55,0.84,0.55,0.4,0.26,0.58
m-a-d-n-e-s-s.csv,0.43,0.62,0.88,0.37,0.59,0.34,0.38
netatalk.csv,0.32,0.48,0.78,0.44,0.57,0.34,0.75
quickfast.csv,0.34,0.46,0.67,0.53,0.43,0.41,0.8
wow-qrsk.csv,0.58,0.42,0.0,0.53,0.46,0.32,0.19
